t,x_bat,L0,L,L_seg,dL/dt,Explain,mode_câble,Scénario,Tbat,Trov,Tmax,U_bat_x,U_bat_y,U_rov_x,U_rov_y,x_rov,y_rov,Fx_rov,Fy_rov,Tr_cable_rov_x,Tr_cable_rov_y,Trainee_rov_x,Trainee_rov_y,Poids_app_rov,Sigma_f_rov_x,Sigma_f_rov_y,Tr_bat_cable_x,Tr_bat_cable_y,Tr_rov_cable_x,Tr_rov_cable_y,Poids_app_cable_y,Trainee_cable_x,Trainee_cable_y,Sigma_f_cable_x,Sigma_f_cable_y
0.1,0.0,10.0,10.0,9.998448640241326,0.0,HISTORY_LT2,caténaire,,0.5,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.998448640241326,0.0,0.0,-0.0,0.5,-0.0,-0.1243806300102116,8.829000000000008,0.0,-8.45338063001022,0.0,-0.5,0.0,-0.5,-0.0,0.0,0.0,0.0,-1.0
0.2,0.0,10.0,10.0,9.993835655854506,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.5,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.993835655854506,0.0,0.0,-0.0,0.5,-0.0,-0.27616697264071305,8.829000000000008,0.0,-8.60516697264072,0.0,-0.5,0.0,-0.5,-0.0,0.0,0.0,0.0,-1.0
0.30000000000000004,0.0,10.0,10.0,9.986280075492086,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.5,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.986280075492086,0.0,0.0,-0.0,0.5,-0.0,-0.7408724204872302,8.829000000000008,0.0,-9.069872420487238,0.0,-0.5,0.0,-0.5,-0.0,0.0,0.0,0.0,-1.0
0.4,0.0,10.0,10.0,9.975967000585953,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.5,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.975967000585953,0.0,0.0,-0.0,0.5,-0.0,-1.3803337729451686,8.829000000000008,0.0,-9.709333772945175,0.0,-0.5,0.0,-0.5,-0.0,0.0,0.0,0.0,-1.0
0.5,0.0,10.0,10.0,9.963130541032754,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.5,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.963130541032754,0.0,0.0,-0.0,0.5,-0.0,-2.1384459769269806,8.829000000000008,0.0,-10.467445976926989,0.0,-0.5,0.0,-0.5,-0.0,0.0,0.0,0.0,-1.0
0.6,0.0,10.0,10.0,9.948034652808037,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.4878324975821179,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.948034652808037,0.0,0.0,-0.0,0.5,-0.0,-2.957502448302655,8.829000000000008,0.0,-11.286502448302663,0.0,-0.4878324975821179,0.0,-0.5,-0.0,0.0,0.0,0.0,-0.9878324975821179
0.7,0.0,10.0,10.0,9.930954796159828,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.44796070454392545,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.930954796159828,0.0,0.0,-0.0,0.5,-0.0,-3.785961667535131,8.829000000000008,0.0,-12.11496166753514,0.0,-0.44796070454392545,0.0,-0.5,-0.0,0.0,0.0,0.0,-0.9479607045439254
0.7999999999999999,0.0,10.0,10.0,9.912162511422,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.43356799514993116,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.912162511422,0.0,0.0,-0.0,0.5,-0.0,-4.583180254433892,8.829000000000008,0.0,-12.912180254433899,0.0,-0.43356799514993116,0.0,-0.5,-0.0,0.0,0.0,0.0,-0.9335679951499312
0.8999999999999999,0.0,10.0,10.0,9.891913959906798,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.4264515279170737,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.891913959906798,0.0,0.0,-0.0,0.5,-0.0,-5.3210298155830555,8.829000000000008,0.0,-13.650029815583064,0.0,-0.4264515279170737,0.0,-0.5,-0.0,0.0,0.0,0.0,-0.9264515279170737
0.9999999999999999,0.0,10.0,10.0,9.870442549993358,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.42227020299379636,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.870442549993358,0.0,0.0,-0.0,0.5,-0.0,-5.9831362959618986,8.829000000000008,0.0,-14.312136295961906,0.0,-0.42227020299379636,0.0,-0.5,-0.0,0.0,0.0,0.0,-0.9222702029937964
1.0999999999999999,0.0,10.0,10.0,9.847955145299716,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.4174289816484005,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.847955145299716,0.0,0.0,-0.0,0.5,-0.0,-6.562758773986442,8.829000000000008,0.0,-14.89175877398645,0.0,-0.4174289816484005,0.0,-0.5,-0.0,0.0,0.0,0.0,-0.9174289816484005
1.2,0.0,10.0,10.0,9.824631053170519,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.4128004888200273,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.824631053170519,0.0,0.0,-0.0,0.5,-0.0,-7.060204265446333,8.829000000000008,0.0,-15.389204265446342,0.0,-0.4128004888200273,0.0,-0.5,-0.0,0.0,0.0,0.0,-0.9128004888200273
1.3,0.0,10.0,10.0,9.800622945297457,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.4088530783748022,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.800622945297457,0.0,0.0,-0.0,0.5,-0.0,-7.4803796040192685,8.829000000000008,0.0,-15.809379604019277,0.0,-0.4088530783748022,0.0,-0.5,-0.0,0.0,0.0,0.0,-0.9088530783748022
1.4000000000000001,0.0,10.0,10.0,9.776058964285657,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.40579790362526674,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.776058964285657,0.0,0.0,-0.0,0.5,-0.0,-7.830784559335873,8.829000000000008,0.0,-16.159784559335883,0.0,-0.40579790362526674,0.0,-0.5,-0.0,0.0,0.0,0.0,-0.9057979036252668
1.5000000000000002,0.0,10.0,10.0,9.751045435328201,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.40368803354422006,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.751045435328201,0.0,0.0,-0.0,0.5,-0.0,-8.120031315890861,8.829000000000008,0.0,-16.44903131589087,0.0,-0.40368803354422006,0.0,-0.5,-0.0,0.0,0.0,0.0,-0.9036880335442201
1.6000000000000003,0.0,10.0,10.0,9.725669772261487,0.0,PILOT_ASC_HOLD_ACC,caténaire,,0.4024846831720146,0.5,0.5,0.0,-1.0,0.0,-1.0,0.0,-9.725669772261487,0.0,0.0,-0.0,0.5,-0.0,-8.356849254906956,8.829000000000008,0.0,-16.685849254906962,0.0,-0.4024846831720146,0.0,-0.5,-0.0,0.0,0.0,0.0,-0.9024846831720146
