t,x_bat,L0,L,L_seg,dL/dt,Explain,mode_câble,Scénario,Tbat,Trov,Tmax,U_bat_x,U_bat_y,U_rov_x,U_rov_y,x_rov,y_rov,Fx_rov,Fy_rov,Tr_cable_rov_x,Tr_cable_rov_y,Trainee_rov_x,Trainee_rov_y,Poids_app_rov,Sigma_f_rov_x,Sigma_f_rov_y,Tr_bat_cable_x,Tr_bat_cable_y,Tr_rov_cable_x,Tr_rov_cable_y,Poids_app_cable_y,Trainee_cable_x,Trainee_cable_y,Sigma_f_cable_x,Sigma_f_cable_y
0.1,0.0,12.0,12.0,3.0325450187790137,0.0,HISTORY_LT2,caténaire,,7.8750814866033725,7.8750814866033725,7.8750814866033725,0.9885984861496131,-0.1505756726124545,0.9852776798280442,0.17096167299329437,3.0,0.0,0.0,0.0,-7.759142015577355,-1.3463371059082323,0.03919670573032916,0.14494341537260508,8.829000000000008,-7.719945309847026,-10.030393690535636,7.785293635960938,-1.1857956917231909,7.759142015577355,1.3463371059082323,0.01201941933336919,0.0,-3.469446951953614e-18,15.544435651538294,0.17256083351841062
0.2,0.0,12.0,11.999,3.013886152530505,-0.01,PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC,caténaire,Fy:(t>0:-5),8.859466672428795,8.859466672428795,8.859466672428795,0.9666572067205433,-0.2560739047525864,0.9520506004375224,0.30594060568442544,2.9977009949583473,-0.0033419146980468873,0.0,-5.0,-8.434660565042053,-2.7104705998038465,0.039196705730334326,0.14494341537260508,8.829000000000008,-8.395463859311718,-16.394527184431247,8.564067306603766,-2.268678224834245,8.434660565042053,2.7104705998038465,0.012018417715091408,0.0,1.734723475976807e-18,16.99872787164582,0.453810792684693
0.30000000000000004,0.0,12.0,11.997100000000001,3.0542956216713626,-0.019000000000000003,PILOT_DESC_SLACK_CAP_ACC,caténaire,,9.966900006482394,9.966900006482394,9.966900006482394,0.9233392255439001,-0.38398525306577946,0.7622987119997134,0.6472253654513072,2.992915896799333,-0.012048283990911457,0.0,-5.0,-7.597755037571464,-6.450830499112203,0.1698053711266367,0.9837436423707535,8.829000000000008,-7.427949666444828,-19.296086856741457,9.202829733058946,-3.827142621270461,7.597755037571464,6.450830499112203,0.012016514640363626,0.0,-1.734723475976807e-18,16.80058477063041,2.6357043924821055
0.4,0.0,12.0,11.994390000000001,3.086948195578893,-0.027100000000000003,PILOT_DESC_SLACK_CAP_ACC,caténaire,,11.212762507292693,11.212762507292693,11.212762507292693,0.9326530628170433,-0.36077453404860527,0.8400067884514665,0.5425758890288559,2.9859362137528955,-0.026947762587907903,0.0,-5.0,-9.418796623419947,-6.083774585863756,0.3612776737794379,2.881044133836446,8.829000000000008,-9.057518949640508,-17.03173045202732,10.45761729506664,-4.045279168966192,9.418796623419947,6.083774585863756,0.01201380025483084,0.0,1.734723475976807e-18,19.876413918486588,2.0505092171523946
0.5,0.0,12.0,11.990951,3.0480084116961224,-0.034390000000000004,PILOT_DESC_SLACK_CAP_ACC,caténaire,,12.61435782070428,12.61435782070428,12.61435782070428,0.9408934726747141,-0.33870263222791264,0.8372833353281861,0.5467692533251192,2.97628620204263,-0.04729915968425183,0.0,-5.0,-10.561791589142468,-6.897143006802357,0.6905981360772462,5.375219783046982,8.829000000000008,-9.87119345306522,-15.350923223755382,11.868766935483889,-4.272516197737295,10.561791589142468,6.897143006802357,0.012010355689573553,0.0,-1.734723475976807e-18,22.430558524626356,2.6366371647546347
0.6,0.0,12.0,11.9868559,3.004007505670892,-0.040951,PILOT_DESC_SLACK_CAP_ACC,caténaire,,14.191152548292314,14.191152548292314,14.191152548292314,0.982122574100626,-0.188242528250022,0.9655919181818101,-0.26006200710979016,2.9637369699809413,-0.07251208144752154,0.0,-5.0,-13.702862210316258,3.690579614910112,1.167895599107503,8.25000329860538,8.829000000000008,-12.534966611208755,-1.888417086484516,13.937451270183505,-2.6713784344722873,13.702862210316258,-3.690579614910112,0.01200625396256421,0.0,-1.734723475976807e-18,27.640313480499763,-6.349951795419836
0.7,0.0,12.0,11.98217031,3.0312418212482988,-0.0468559,PILOT_DESC_SLACK_CAP_ACC,caténaire,,15.965046616828852,15.965046616828852,15.965046616828852,0.9446945913837416,-0.32795141257556076,0.9644382542246832,-0.26430825524006113,2.947516929130713,-0.09849116370683832,0.0,-5.0,-15.397301687750103,4.219693616120274,1.9510734019576625,8.759017215741721,8.829000000000008,-13.44622828579244,-0.850289168138012,15.082093190107518,-5.235759589823699,15.397301687750103,-4.219693616120274,0.012001560789978025,0.0,-1.734723475976807e-18,30.479394877857622,-9.443451645153996
0.7999999999999999,0.0,12.0,11.976953279,3.0080174125562533,-0.05217031,PILOT_DESC_SLACK_CAP_ACC,caténaire,,17.960677443932457,17.960677443932457,17.960677443932457,0.9512698318875484,-0.3083597038210979,0.9704951367943064,-0.24112069479536669,2.9273850826181,-0.12490996063761295,0.0,-5.0,-17.430750112867646,4.330691024276465,3.0056398655589462,9.058031844215668,8.829000000000008,-14.4251102473087,-0.44027713150787484,17.085450612676112,-5.538349177037286,17.430750112867646,-4.330691024276465,0.011996335316372675,0.0,-1.734723475976807e-18,34.516200725543754,-9.85704386599738
0.8999999999999999,0.0,12.0,11.9712579511,3.056607012692857,-0.056953278999999996,PILOT_DESC_SLACK_CAP_ACC,caténaire,,20.205762124424012,20.205762124424012,20.205762124424012,0.9581200368572304,-0.2863668887506021,0.8502155115418711,-0.5264347860215871,2.9030904493605645,-0.15163591257608564,0.0,-5.0,-17.179252380710526,10.637016060374245,4.377139785156224,9.26988050807379,8.829000000000008,-12.802112595554302,6.0778965684480255,19.359545551381565,-5.786261234406061,17.179252380710526,-10.637016060374245,0.01199063077185008,0.0,1.734723475976807e-18,36.538797932092095,-16.411286664008454
0.9999999999999999,0.0,12.0,11.96513215599,3.081208156303,-0.0612579511,PILOT_DESC_SLACK_CAP_ACC,caténaire,,22.731482389977014,22.731482389977014,22.731482389977014,0.9502405342831172,-0.3115171375788755,0.2963783574009457,-0.9550706095699508,2.875164713844537,-0.17672986254953396,0.0,-5.0,-6.7371194120299105,21.710170742623948,5.783343157688023,8.172328689353117,8.829000000000008,-0.9537762543418875,16.05349943197706,21.600375971299027,-7.0812463270502555,6.7371194120299105,-21.710170742623948,0.011984495063501965,0.0,-1.734723475976807e-18,28.337495383328935,-28.779432574610702
