IC_L_7: t= 0.10, L= 403.00, L_straight= 401.12, slack=  1.88, T_bat= 0.01, T_rov= 0.26, F_drag_cable=( 0.00,  0.05), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 10.60, L= 405.95, L_straight= 403.82, slack=  2.13, T_bat= 6.24, T_rov= 0.50, F_drag_cable=( 0.00,  5.02), Fy_cmd= -2.00, desired=  0.40, ret=  0.42, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 10.70, L= 405.99, L_straight= 403.85, slack=  2.14, T_bat= 4.40, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.42, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 10.80, L= 406.03, L_straight= 403.88, slack=  2.15, T_bat= 6.28, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.42, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 10.90, L= 406.07, L_straight= 403.91, slack=  2.17, T_bat= 4.40, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.00, L= 406.12, L_straight= 403.93, slack=  2.18, T_bat= 6.14, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.10, L= 406.16, L_straight= 403.96, slack=  2.19, T_bat= 4.53, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.20, L= 406.20, L_straight= 403.99, slack=  2.21, T_bat= 5.86, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.30, L= 406.24, L_straight= 404.02, slack=  2.22, T_bat= 4.67, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.40, L= 406.28, L_straight= 404.05, slack=  2.23, T_bat= 5.86, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.50, L= 406.32, L_straight= 404.08, slack=  2.24, T_bat= 4.59, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.60, L= 406.36, L_straight= 404.10, slack=  2.26, T_bat= 6.04, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.70, L= 406.40, L_straight= 404.13, slack=  2.27, T_bat= 4.66, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.80, L= 406.44, L_straight= 404.16, slack=  2.28, T_bat= 5.95, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.90, L= 406.48, L_straight= 404.19, slack=  2.29, T_bat= 4.56, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 12.00, L= 406.52, L_straight= 404.22, slack=  2.31, T_bat= 6.11, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 12.10, L= 406.56, L_straight= 404.24, slack=  2.32, T_bat= 4.55, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 12.20, L= 406.60, L_straight= 404.27, slack=  2.33, T_bat= 6.08, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 12.30, L= 406.64, L_straight= 404.30, slack=  2.34, T_bat= 4.48, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 12.40, L= 406.68, L_straight= 404.33, slack=  2.35, T_bat= 6.11, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 12.50, L= 406.72, L_straight= 404.36, slack=  2.37, T_bat= 4.52, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 12.60, L= 406.76, L_straight= 404.38, slack=  2.38, T_bat= 6.14, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 12.70, L= 406.80, L_straight= 404.41, slack=  2.39, T_bat= 4.47, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 12.80, L= 406.84, L_straight= 404.44, slack=  2.40, T_bat= 5.92, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 12.90, L= 406.88, L_straight= 404.47, slack=  2.41, T_bat= 4.54, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 13.00, L= 406.92, L_straight= 404.50, slack=  2.42, T_bat= 5.98, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 13.10, L= 406.96, L_straight= 404.52, slack=  2.44, T_bat= 4.65, T_rov= 0.50, F_drag_cable=( 0.00,  5.00), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 13.20, L= 407.00, L_straight= 404.55, slack=  2.45, T_bat= 5.85, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 13.30, L= 407.04, L_straight= 404.58, slack=  2.46, T_bat= 4.76, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 13.40, L= 407.08, L_straight= 404.61, slack=  2.47, T_bat= 5.76, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 13.50, L= 407.12, L_straight= 404.64, slack=  2.48, T_bat= 4.58, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 13.60, L= 407.16, L_straight= 404.67, slack=  2.49, T_bat= 5.96, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 13.70, L= 407.20, L_straight= 404.69, slack=  2.51, T_bat= 4.62, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 13.80, L= 407.24, L_straight= 404.72, slack=  2.52, T_bat= 5.94, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 13.90, L= 407.28, L_straight= 404.75, slack=  2.53, T_bat= 4.60, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 14.00, L= 407.32, L_straight= 404.78, slack=  2.54, T_bat= 5.90, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 14.10, L= 407.36, L_straight= 404.81, slack=  2.55, T_bat= 4.58, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 14.20, L= 407.40, L_straight= 404.83, slack=  2.56, T_bat= 6.04, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 14.30, L= 407.44, L_straight= 404.86, slack=  2.58, T_bat= 4.46, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 14.40, L= 407.48, L_straight= 404.89, slack=  2.59, T_bat= 6.15, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 14.50, L= 407.52, L_straight= 404.92, slack=  2.60, T_bat= 4.32, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 14.60, L= 407.56, L_straight= 404.95, slack=  2.61, T_bat= 6.17, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 14.70, L= 407.60, L_straight= 404.97, slack=  2.62, T_bat= 4.44, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 14.80, L= 407.64, L_straight= 405.00, slack=  2.63, T_bat= 5.94, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.90, L= 407.68, L_straight= 405.03, slack=  2.65, T_bat= 4.58, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.00, L= 407.71, L_straight= 405.06, slack=  2.66, T_bat= 5.93, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_MINPAY_ACC
[SCEN] t=15.10 scen=Fy crit=(t>15:-25) T_bat=4.566729825578234 y=-403.98 x=29.95 L=407.75
IC_L_7: t= 15.10, L= 407.75, L_straight= 405.09, slack=  2.67, T_bat= 4.57, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd= -2.00, desired=  0.40, ret=  0.40, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.20, L= 407.79, L_straight= 405.11, slack=  2.68, T_bat= 5.89, T_rov= 0.50, F_drag_cable=( 0.00,  5.01), Fy_cmd=-25.00, desired=  0.41, ret=  0.40, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.30, L= 407.83, L_straight= 405.15, slack=  2.68, T_bat= 8.84, T_rov= 0.50, F_drag_cable=( 0.00,  8.11), Fy_cmd=-25.00, desired=  0.43, ret=  0.40, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.40, L= 407.87, L_straight= 405.19, slack=  2.68, T_bat= 11.77, T_rov= 0.50, F_drag_cable=( 0.00,  10.81), Fy_cmd=-25.00, desired=  0.47, ret=  0.41, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.50, L= 407.91, L_straight= 405.24, slack=  2.68, T_bat= 12.48, T_rov= 0.50, F_drag_cable=( 0.00,  12.82), Fy_cmd=-25.00, desired=  0.51, ret=  0.42, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.60, L= 407.96, L_straight= 405.28, slack=  2.67, T_bat= 14.46, T_rov= 0.50, F_drag_cable=( 0.00,  14.17), Fy_cmd=-25.00, desired=  0.56, ret=  0.43, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.70, L= 408.00, L_straight= 405.33, slack=  2.67, T_bat= 14.05, T_rov= 0.50, F_drag_cable=( 0.00,  15.01), Fy_cmd=-25.00, desired=  0.60, ret=  0.45, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.80, L= 408.04, L_straight= 405.38, slack=  2.66, T_bat= 14.77, T_rov= 0.50, F_drag_cable=( 0.00,  15.51), Fy_cmd=-25.00, desired=  0.64, ret=  0.47, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.90, L= 408.09, L_straight= 405.43, slack=  2.66, T_bat= 15.17, T_rov= 0.50, F_drag_cable=( 0.00,  15.81), Fy_cmd=-25.00, desired=  0.68, ret=  0.49, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.00, L= 408.14, L_straight= 405.48, slack=  2.66, T_bat= 14.47, T_rov= 0.50, F_drag_cable=( 0.00,  15.98), Fy_cmd=-25.00, desired=  0.71, ret=  0.51, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.10, L= 408.19, L_straight= 405.53, slack=  2.66, T_bat= 15.86, T_rov= 0.50, F_drag_cable=( 0.00,  16.07), Fy_cmd=-25.00, desired=  0.74, ret=  0.53, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.20, L= 408.24, L_straight= 405.58, slack=  2.66, T_bat= 14.12, T_rov= 0.50, F_drag_cable=( 0.00,  16.13), Fy_cmd=-25.00, desired=  0.76, ret=  0.56, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.30, L= 408.30, L_straight= 405.63, slack=  2.67, T_bat= 16.30, T_rov= 0.50, F_drag_cable=( 0.00,  16.16), Fy_cmd=-25.00, desired=  0.77, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.40, L= 408.36, L_straight= 405.68, slack=  2.67, T_bat= 14.51, T_rov= 0.50, F_drag_cable=( 0.00,  16.18), Fy_cmd=-25.00, desired=  0.79, ret=  0.60, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.50, L= 408.42, L_straight= 405.73, slack=  2.68, T_bat= 16.25, T_rov= 0.50, F_drag_cable=( 0.00,  16.19), Fy_cmd=-25.00, desired=  0.80, ret=  0.62, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.60, L= 408.48, L_straight= 405.78, slack=  2.70, T_bat= 14.41, T_rov= 0.50, F_drag_cable=( 0.00,  16.20), Fy_cmd=-25.00, desired=  0.81, ret=  0.64, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.70, L= 408.54, L_straight= 405.83, slack=  2.71, T_bat= 16.25, T_rov= 0.50, F_drag_cable=( 0.00,  16.21), Fy_cmd=-25.00, desired=  0.81, ret=  0.66, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.80, L= 408.61, L_straight= 405.88, slack=  2.72, T_bat= 13.93, T_rov= 0.50, F_drag_cable=( 0.00,  16.21), Fy_cmd=-25.00, desired=  0.82, ret=  0.67, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.90, L= 408.68, L_straight= 405.94, slack=  2.74, T_bat= 16.32, T_rov= 0.50, F_drag_cable=( 0.00,  16.21), Fy_cmd=-25.00, desired=  0.82, ret=  0.69, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.00, L= 408.74, L_straight= 405.99, slack=  2.76, T_bat= 13.91, T_rov= 0.50, F_drag_cable=( 0.00,  16.22), Fy_cmd=-25.00, desired=  0.82, ret=  0.70, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.10, L= 408.81, L_straight= 406.04, slack=  2.78, T_bat= 17.07, T_rov= 0.50, F_drag_cable=( 0.00,  16.22), Fy_cmd=-25.00, desired=  0.83, ret=  0.71, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.20, L= 408.89, L_straight= 406.09, slack=  2.80, T_bat= 13.56, T_rov= 0.50, F_drag_cable=( 0.00,  16.22), Fy_cmd=-25.00, desired=  0.83, ret=  0.72, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.30, L= 408.96, L_straight= 406.14, slack=  2.82, T_bat= 17.01, T_rov= 0.50, F_drag_cable=( 0.00,  16.23), Fy_cmd=-25.00, desired=  0.83, ret=  0.74, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.40, L= 409.03, L_straight= 406.19, slack=  2.84, T_bat= 13.59, T_rov= 0.50, F_drag_cable=( 0.01,  16.23), Fy_cmd=-25.00, desired=  0.83, ret=  0.74, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.50, L= 409.11, L_straight= 406.24, slack=  2.87, T_bat= 17.24, T_rov= 0.50, F_drag_cable=( 0.01,  16.23), Fy_cmd=-25.00, desired=  0.83, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.60, L= 409.18, L_straight= 406.29, slack=  2.89, T_bat= 12.93, T_rov= 0.50, F_drag_cable=( 0.01,  16.24), Fy_cmd=-25.00, desired=  0.83, ret=  0.76, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.70, L= 409.26, L_straight= 406.34, slack=  2.92, T_bat= 16.88, T_rov= 0.50, F_drag_cable=( 0.01,  16.24), Fy_cmd=-25.00, desired=  0.83, ret=  0.77, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.80, L= 409.33, L_straight= 406.39, slack=  2.95, T_bat= 13.97, T_rov= 0.50, F_drag_cable=( 0.01,  16.24), Fy_cmd=-25.00, desired=  0.83, ret=  0.77, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.90, L= 409.41, L_straight= 406.44, slack=  2.97, T_bat= 15.45, T_rov= 0.50, F_drag_cable=( 0.01,  16.24), Fy_cmd=-25.00, desired=  0.83, ret=  0.78, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.00, L= 409.49, L_straight= 406.49, slack=  3.00, T_bat= 15.05, T_rov= 0.50, F_drag_cable=( 0.01,  16.25), Fy_cmd=-25.00, desired=  0.83, ret=  0.79, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.10, L= 409.57, L_straight= 406.54, slack=  3.03, T_bat= 15.51, T_rov= 0.50, F_drag_cable=( 0.01,  16.25), Fy_cmd=-25.00, desired=  0.83, ret=  0.79, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.20, L= 409.65, L_straight= 406.59, slack=  3.06, T_bat= 15.15, T_rov= 0.50, F_drag_cable=( 0.01,  16.25), Fy_cmd=-25.00, desired=  0.83, ret=  0.79, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.30, L= 409.73, L_straight= 406.64, slack=  3.09, T_bat= 15.46, T_rov= 0.50, F_drag_cable=( 0.01,  16.26), Fy_cmd=-25.00, desired=  0.83, ret=  0.80, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.40, L= 409.81, L_straight= 406.69, slack=  3.11, T_bat= 15.09, T_rov= 0.50, F_drag_cable=( 0.01,  16.26), Fy_cmd=-25.00, desired=  0.83, ret=  0.80, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.50, L= 409.89, L_straight= 406.74, slack=  3.14, T_bat= 15.45, T_rov= 0.50, F_drag_cable=( 0.01,  16.26), Fy_cmd=-25.00, desired=  0.83, ret=  0.80, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.60, L= 409.97, L_straight= 406.79, slack=  3.17, T_bat= 15.24, T_rov= 0.50, F_drag_cable=( 0.01,  16.27), Fy_cmd=-25.00, desired=  0.83, ret=  0.81, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.70, L= 410.05, L_straight= 406.84, slack=  3.20, T_bat= 15.10, T_rov= 0.50, F_drag_cable=( 0.01,  16.27), Fy_cmd=-25.00, desired=  0.83, ret=  0.81, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.80, L= 410.13, L_straight= 406.89, slack=  3.23, T_bat= 15.25, T_rov= 0.50, F_drag_cable=( 0.01,  16.27), Fy_cmd=-25.00, desired=  0.83, ret=  0.81, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.90, L= 410.21, L_straight= 406.94, slack=  3.27, T_bat= 14.99, T_rov= 0.50, F_drag_cable=( 0.01,  16.28), Fy_cmd=-25.00, desired=  0.83, ret=  0.81, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.00, L= 410.29, L_straight= 407.00, slack=  3.30, T_bat= 15.34, T_rov= 0.50, F_drag_cable=( 0.01,  16.28), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.10, L= 410.37, L_straight= 407.05, slack=  3.33, T_bat= 15.16, T_rov= 0.50, F_drag_cable=( 0.01,  16.28), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.20, L= 410.46, L_straight= 407.10, slack=  3.36, T_bat= 15.56, T_rov= 0.50, F_drag_cable=( 0.01,  16.29), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.30, L= 410.54, L_straight= 407.15, slack=  3.39, T_bat= 14.82, T_rov= 0.50, F_drag_cable=( 0.01,  16.29), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.40, L= 410.62, L_straight= 407.20, slack=  3.42, T_bat= 15.78, T_rov= 0.50, F_drag_cable=( 0.01,  16.29), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.50, L= 410.70, L_straight= 407.25, slack=  3.45, T_bat= 14.11, T_rov= 0.50, F_drag_cable=( 0.01,  16.30), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.60, L= 410.78, L_straight= 407.30, slack=  3.49, T_bat= 16.54, T_rov= 0.50, F_drag_cable=( 0.01,  16.30), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.70, L= 410.87, L_straight= 407.35, slack=  3.52, T_bat= 14.09, T_rov= 0.50, F_drag_cable=( 0.01,  16.30), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.80, L= 410.95, L_straight= 407.40, slack=  3.55, T_bat= 16.28, T_rov= 0.50, F_drag_cable=( 0.01,  16.31), Fy_cmd=-25.00, desired=  0.83, ret=  0.82, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.90, L= 411.03, L_straight= 407.45, slack=  3.58, T_bat= 13.64, T_rov= 0.50, F_drag_cable=( 0.01,  16.31), Fy_cmd=-25.00, desired=  0.83, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.00, L= 411.11, L_straight= 407.50, slack=  3.61, T_bat= 16.57, T_rov= 0.50, F_drag_cable=( 0.01,  16.31), Fy_cmd=-25.00, desired=  0.83, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.10, L= 411.20, L_straight= 407.55, slack=  3.65, T_bat= 13.21, T_rov= 0.50, F_drag_cable=( 0.01,  16.32), Fy_cmd=-25.00, desired=  0.83, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.20, L= 411.28, L_straight= 407.60, slack=  3.68, T_bat= 16.21, T_rov= 0.50, F_drag_cable=( 0.01,  16.32), Fy_cmd=-25.00, desired=  0.83, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.30, L= 411.36, L_straight= 407.65, slack=  3.71, T_bat= 13.25, T_rov= 0.50, F_drag_cable=( 0.01,  16.32), Fy_cmd=-25.00, desired=  0.83, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.40, L= 411.44, L_straight= 407.70, slack=  3.74, T_bat= 16.55, T_rov= 0.50, F_drag_cable=( 0.01,  16.33), Fy_cmd=-25.00, desired=  0.83, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.50, L= 411.53, L_straight= 407.75, slack=  3.77, T_bat= 13.19, T_rov= 0.50, F_drag_cable=( 0.01,  16.33), Fy_cmd=-25.00, desired=  0.83, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.60, L= 411.61, L_straight= 407.80, slack=  3.81, T_bat= 16.95, T_rov= 0.50, F_drag_cable=( 0.01,  16.33), Fy_cmd=-25.00, desired=  0.83, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.70, L= 411.69, L_straight= 407.85, slack=  3.84, T_bat= 13.10, T_rov= 0.50, F_drag_cable=( 0.01,  16.33), Fy_cmd=-25.00, desired=  0.83, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.80, L= 411.77, L_straight= 407.90, slack=  3.87, T_bat= 16.73, T_rov= 0.50, F_drag_cable=( 0.01,  16.34), Fy_cmd=-25.00, desired=  0.83, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.90, L= 411.86, L_straight= 407.95, slack=  3.90, T_bat= 13.26, T_rov= 0.50, F_drag_cable=( 0.01,  16.34), Fy_cmd=-25.00, desired=  0.83, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
