IC_L_7: t= 0.10, L= 453.00, L_straight= 451.00, slack=  2.00, T_bat= 1.65, Fy= 0.04, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 112.70, L= 509.60, L_straight= 505.60, slack=  4.00, T_bat= 2.16, Fy= 0.06, desired=  0.00, ret=  0.03, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 112.80, L= 509.60, L_straight= 505.62, slack=  3.98, T_bat= 16.82, Fy= 0.04, desired=  0.00, ret=  0.03, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 112.90, L= 509.61, L_straight= 505.65, slack=  3.95, T_bat= 2.13, Fy= 0.06, desired=  0.00, ret=  0.02, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 113.00, L= 509.61, L_straight= 505.68, slack=  3.93, T_bat= 16.81, Fy= 0.04, desired=  0.00, ret=  0.02, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 113.10, L= 509.61, L_straight= 505.71, slack=  3.90, T_bat= 2.10, Fy= 0.07, desired=  0.00, ret=  0.02, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 113.20, L= 509.61, L_straight= 505.74, slack=  3.87, T_bat= 16.80, Fy= 0.04, desired=  0.00, ret=  0.02, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 113.30, L= 509.61, L_straight= 505.77, slack=  3.85, T_bat= 2.08, Fy= 0.07, desired=  0.00, ret=  0.02, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 113.40, L= 509.61, L_straight= 505.79, slack=  3.82, T_bat= 16.80, Fy= 0.04, desired=  0.00, ret=  0.01, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 113.50, L= 509.62, L_straight= 505.82, slack=  3.79, T_bat= 2.07, Fy= 0.07, desired=  0.00, ret=  0.01, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 113.60, L= 509.62, L_straight= 505.85, slack=  3.77, T_bat= 16.80, Fy= 0.04, desired=  0.00, ret=  0.01, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 113.70, L= 509.62, L_straight= 505.88, slack=  3.74, T_bat= 2.06, Fy= 0.07, desired=  0.00, ret=  0.01, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 113.80, L= 509.62, L_straight= 505.91, slack=  3.71, T_bat= 16.80, Fy= 0.04, desired=  0.00, ret=  0.01, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 113.90, L= 509.62, L_straight= 505.94, slack=  3.68, T_bat= 2.05, Fy= 0.07, desired=  0.00, ret=  0.01, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 114.00, L= 509.62, L_straight= 505.96, slack=  3.66, T_bat= 16.81, Fy= 0.04, desired=  0.00, ret=  0.01, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 114.10, L= 509.62, L_straight= 505.99, slack=  3.63, T_bat= 2.04, Fy= 0.07, desired=  0.00, ret=  0.01, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 114.20, L= 509.62, L_straight= 506.02, slack=  3.60, T_bat= 16.81, Fy= 0.04, desired=  0.00, ret=  0.01, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 114.30, L= 509.62, L_straight= 506.05, slack=  3.57, T_bat= 2.03, Fy= 0.07, desired=  0.00, ret=  0.01, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 114.40, L= 509.62, L_straight= 506.08, slack=  3.55, T_bat= 16.82, Fy= 0.04, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 114.50, L= 509.62, L_straight= 506.11, slack=  3.52, T_bat= 2.02, Fy= 0.07, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 114.60, L= 509.62, L_straight= 506.13, slack=  3.49, T_bat= 16.82, Fy= 0.04, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 114.70, L= 509.62, L_straight= 506.16, slack=  3.46, T_bat= 2.01, Fy= 0.08, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 114.80, L= 509.62, L_straight= 506.19, slack=  3.44, T_bat= 16.83, Fy= 0.05, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 114.90, L= 509.63, L_straight= 506.22, slack=  3.41, T_bat= 2.01, Fy= 0.08, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 115.00, L= 509.63, L_straight= 506.25, slack=  3.38, T_bat= 16.84, Fy= 0.05, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 115.10, L= 509.63, L_straight= 506.27, slack=  3.35, T_bat= 2.00, Fy= 0.08, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 115.20, L= 509.63, L_straight= 506.30, slack=  3.32, T_bat= 16.85, Fy= 0.05, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 115.30, L= 509.63, L_straight= 506.33, slack=  3.30, T_bat= 1.99, Fy= 0.08, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 115.40, L= 509.63, L_straight= 506.36, slack=  3.27, T_bat= 16.85, Fy= 0.05, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 115.50, L= 509.63, L_straight= 506.39, slack=  3.24, T_bat= 1.98, Fy= 0.08, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 115.60, L= 509.63, L_straight= 506.42, slack=  3.21, T_bat= 16.86, Fy= 0.05, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 115.70, L= 509.63, L_straight= 506.44, slack=  3.18, T_bat= 1.98, Fy= 0.08, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 115.80, L= 509.63, L_straight= 506.47, slack=  3.15, T_bat= 16.87, Fy= 0.05, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 115.90, L= 509.63, L_straight= 506.50, slack=  3.13, T_bat= 1.97, Fy= 0.08, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 116.00, L= 509.63, L_straight= 506.53, slack=  3.10, T_bat= 16.87, Fy= 0.05, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 116.10, L= 509.63, L_straight= 506.56, slack=  3.07, T_bat= 1.96, Fy= 0.09, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 116.20, L= 509.63, L_straight= 506.59, slack=  3.04, T_bat= 16.88, Fy= 0.06, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 116.30, L= 509.63, L_straight= 506.61, slack=  3.01, T_bat= 1.96, Fy= 0.09, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 116.40, L= 509.63, L_straight= 506.64, slack=  2.99, T_bat= 16.89, Fy= 0.06, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 116.50, L= 509.63, L_straight= 506.67, slack=  2.96, T_bat= 1.95, Fy= 0.09, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 116.60, L= 509.63, L_straight= 506.70, slack=  2.93, T_bat= 16.90, Fy= 0.06, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 116.70, L= 509.63, L_straight= 506.73, slack=  2.90, T_bat= 1.94, Fy= 0.09, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 116.80, L= 509.63, L_straight= 506.75, slack=  2.87, T_bat= 16.90, Fy= 0.06, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 116.90, L= 509.63, L_straight= 506.78, slack=  2.84, T_bat= 1.94, Fy= 0.09, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 117.00, L= 509.63, L_straight= 506.81, slack=  2.82, T_bat= 16.91, Fy= 0.06, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 117.10, L= 509.63, L_straight= 506.84, slack=  2.79, T_bat= 1.93, Fy= 0.10, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 117.20, L= 509.63, L_straight= 506.87, slack=  2.76, T_bat= 16.92, Fy= 0.07, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 117.30, L= 509.63, L_straight= 506.90, slack=  2.73, T_bat= 1.93, Fy= 0.10, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 117.40, L= 509.63, L_straight= 506.92, slack=  2.70, T_bat= 16.93, Fy= 0.07, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 117.50, L= 509.63, L_straight= 506.95, slack=  2.68, T_bat= 1.92, Fy= 0.10, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 117.60, L= 509.63, L_straight= 506.98, slack=  2.65, T_bat= 16.94, Fy= 0.07, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 117.70, L= 509.63, L_straight= 507.01, slack=  2.62, T_bat= 1.91, Fy= 0.10, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 117.80, L= 509.63, L_straight= 507.04, slack=  2.59, T_bat= 16.94, Fy= 0.07, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 117.90, L= 509.63, L_straight= 507.07, slack=  2.56, T_bat= 1.91, Fy= 0.11, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 118.00, L= 509.63, L_straight= 507.09, slack=  2.53, T_bat= 16.95, Fy= 0.07, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 118.10, L= 509.63, L_straight= 507.12, slack=  2.51, T_bat= 1.90, Fy= 0.11, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 118.20, L= 509.63, L_straight= 507.15, slack=  2.48, T_bat= 16.96, Fy= 0.08, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 118.30, L= 509.63, L_straight= 507.18, slack=  2.45, T_bat= 1.89, Fy= 0.11, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 118.40, L= 509.63, L_straight= 507.21, slack=  2.42, T_bat= 16.97, Fy= 0.08, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 118.50, L= 509.63, L_straight= 507.24, slack=  2.39, T_bat= 1.89, Fy= 0.11, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 118.60, L= 509.63, L_straight= 507.26, slack=  2.36, T_bat= 16.97, Fy= 0.08, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 118.70, L= 509.63, L_straight= 507.29, slack=  2.34, T_bat= 1.88, Fy= 0.12, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 118.80, L= 509.63, L_straight= 507.32, slack=  2.31, T_bat= 16.98, Fy= 0.09, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 118.90, L= 509.63, L_straight= 507.35, slack=  2.28, T_bat= 1.88, Fy= 0.12, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 119.00, L= 509.63, L_straight= 507.38, slack=  2.25, T_bat= 16.99, Fy= 0.09, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 119.10, L= 509.63, L_straight= 507.40, slack=  2.22, T_bat= 1.87, Fy= 0.12, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 119.20, L= 509.63, L_straight= 507.43, slack=  2.20, T_bat= 17.00, Fy= 0.09, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 119.30, L= 509.63, L_straight= 507.46, slack=  2.17, T_bat= 1.87, Fy= 0.13, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 119.40, L= 509.63, L_straight= 507.49, slack=  2.14, T_bat= 17.01, Fy= 0.10, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 119.50, L= 509.63, L_straight= 507.52, slack=  2.11, T_bat= 1.86, Fy= 0.13, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 119.60, L= 509.63, L_straight= 507.55, slack=  2.08, T_bat= 17.01, Fy= 0.10, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 119.70, L= 509.63, L_straight= 507.57, slack=  2.05, T_bat= 1.85, Fy= 0.13, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 119.80, L= 509.63, L_straight= 507.60, slack=  2.03, T_bat= 17.02, Fy= 0.10, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 119.90, L= 509.63, L_straight= 507.63, slack=  2.00, T_bat= 1.85, Fy= 0.14, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 120.00, L= 509.63, L_straight= 507.66, slack=  1.97, T_bat= 17.03, Fy= 0.11, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 120.10, L= 509.63, L_straight= 507.69, slack=  1.94, T_bat= 1.84, Fy= 0.14, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 120.20, L= 509.63, L_straight= 507.71, slack=  1.91, T_bat= 17.04, Fy= 0.11, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 120.30, L= 509.63, L_straight= 507.74, slack=  1.88, T_bat= 1.84, Fy= 0.15, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 120.40, L= 509.63, L_straight= 507.77, slack=  1.86, T_bat= 17.05, Fy= 0.12, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 120.50, L= 509.63, L_straight= 507.80, slack=  1.83, T_bat= 1.83, Fy= 0.15, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 120.60, L= 509.63, L_straight= 507.83, slack=  1.80, T_bat= 17.06, Fy= 0.12, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 120.70, L= 509.63, L_straight= 507.86, slack=  1.77, T_bat= 1.83, Fy= 0.16, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 120.80, L= 509.63, L_straight= 507.88, slack=  1.74, T_bat= 17.06, Fy= 0.13, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 120.90, L= 509.63, L_straight= 507.91, slack=  1.72, T_bat= 1.83, Fy= 0.16, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 121.00, L= 509.63, L_straight= 507.94, slack=  1.69, T_bat= 17.07, Fy= 0.13, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 121.10, L= 509.63, L_straight= 507.97, slack=  1.66, T_bat= 1.82, Fy= 0.17, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 121.20, L= 509.63, L_straight= 508.00, slack=  1.63, T_bat= 17.08, Fy= 0.14, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 121.30, L= 509.63, L_straight= 508.03, slack=  1.60, T_bat= 1.82, Fy= 0.18, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 121.40, L= 509.63, L_straight= 508.05, slack=  1.57, T_bat= 17.09, Fy= 0.14, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 121.50, L= 509.63, L_straight= 508.08, slack=  1.55, T_bat= 1.81, Fy= 0.18, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 121.60, L= 509.63, L_straight= 508.11, slack=  1.52, T_bat= 17.10, Fy= 0.15, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 121.70, L= 509.63, L_straight= 508.14, slack=  1.49, T_bat= 1.81, Fy= 0.19, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 121.80, L= 509.63, L_straight= 508.17, slack=  1.46, T_bat= 17.11, Fy= 0.16, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 121.90, L= 509.63, L_straight= 508.19, slack=  1.43, T_bat= 1.81, Fy= 0.20, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 122.00, L= 509.63, L_straight= 508.22, slack=  1.41, T_bat= 17.12, Fy= 0.17, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 122.10, L= 509.63, L_straight= 508.25, slack=  1.38, T_bat= 1.80, Fy= 0.21, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 122.20, L= 509.63, L_straight= 508.28, slack=  1.35, T_bat= 17.13, Fy= 0.17, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 122.30, L= 509.63, L_straight= 508.31, slack=  1.32, T_bat= 1.80, Fy= 0.21, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 122.40, L= 509.63, L_straight= 508.34, slack=  1.29, T_bat= 17.14, Fy= 0.18, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 122.50, L= 509.63, L_straight= 508.36, slack=  1.26, T_bat= 1.80, Fy= 0.22, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 122.60, L= 509.63, L_straight= 508.39, slack=  1.24, T_bat= 17.15, Fy= 0.19, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 122.70, L= 509.63, L_straight= 508.42, slack=  1.21, T_bat= 1.80, Fy= 0.23, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 122.80, L= 509.63, L_straight= 508.45, slack=  1.18, T_bat= 17.16, Fy= 0.20, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 122.90, L= 509.63, L_straight= 508.48, slack=  1.15, T_bat= 1.80, Fy= 0.25, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 123.00, L= 509.63, L_straight= 508.50, slack=  1.12, T_bat= 17.17, Fy= 0.22, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 123.10, L= 509.63, L_straight= 508.53, slack=  1.10, T_bat= 1.80, Fy= 0.26, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 123.20, L= 509.63, L_straight= 508.56, slack=  1.07, T_bat= 17.19, Fy= 0.23, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 123.30, L= 509.63, L_straight= 508.59, slack=  1.04, T_bat= 1.80, Fy= 0.27, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 123.40, L= 509.63, L_straight= 508.62, slack=  1.01, T_bat= 17.20, Fy= 0.24, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 123.50, L= 509.63, L_straight= 508.64, slack=  0.98, T_bat= 1.80, Fy= 0.29, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 123.60, L= 509.63, L_straight= 508.67, slack=  0.96, T_bat= 17.21, Fy= 0.26, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 123.70, L= 509.63, L_straight= 508.70, slack=  0.93, T_bat= 1.80, Fy= 0.30, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 123.80, L= 509.63, L_straight= 508.73, slack=  0.90, T_bat= 17.23, Fy= 0.28, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 123.90, L= 509.63, L_straight= 508.76, slack=  0.87, T_bat= 1.80, Fy= 0.32, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 124.00, L= 509.63, L_straight= 508.78, slack=  0.84, T_bat= 17.24, Fy= 0.30, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 124.10, L= 509.63, L_straight= 508.81, slack=  0.82, T_bat= 1.81, Fy= 0.34, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 124.20, L= 509.63, L_straight= 508.84, slack=  0.79, T_bat= 17.26, Fy= 0.32, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 124.30, L= 509.63, L_straight= 508.87, slack=  0.76, T_bat= 1.81, Fy= 0.37, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 124.40, L= 509.63, L_straight= 508.90, slack=  0.73, T_bat= 17.28, Fy= 0.34, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 124.50, L= 509.63, L_straight= 508.92, slack=  0.70, T_bat= 1.82, Fy= 0.39, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 124.60, L= 509.63, L_straight= 508.95, slack=  0.68, T_bat= 17.30, Fy= 0.37, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 124.70, L= 509.63, L_straight= 508.98, slack=  0.65, T_bat= 1.83, Fy= 0.42, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 124.80, L= 509.63, L_straight= 509.01, slack=  0.62, T_bat= 17.33, Fy= 0.40, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 124.90, L= 509.63, L_straight= 509.04, slack=  0.59, T_bat= 1.85, Fy= 0.46, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 125.00, L= 509.63, L_straight= 509.06, slack=  0.56, T_bat= 17.35, Fy= 0.44, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 125.10, L= 509.63, L_straight= 509.09, slack=  0.54, T_bat= 1.87, Fy= 0.50, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 125.20, L= 509.63, L_straight= 509.12, slack=  0.51, T_bat= 17.38, Fy= 0.49, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 125.30, L= 509.63, L_straight= 509.15, slack=  0.48, T_bat= 1.89, Fy= 0.55, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 125.40, L= 509.63, L_straight= 509.18, slack=  0.45, T_bat= 17.42, Fy= 0.54, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 125.50, L= 509.63, L_straight= 509.20, slack=  0.42, T_bat= 1.92, Fy= 0.61, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 125.60, L= 509.63, L_straight= 509.23, slack=  0.40, T_bat= 17.47, Fy= 0.61, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 125.70, L= 509.63, L_straight= 509.26, slack=  0.37, T_bat= 1.96, Fy= 0.68, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 125.80, L= 509.63, L_straight= 509.29, slack=  0.34, T_bat= 17.52, Fy= 0.69, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 125.90, L= 509.63, L_straight= 509.31, slack=  0.31, T_bat= 2.01, Fy= 0.78, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 126.00, L= 509.63, L_straight= 509.34, slack=  0.29, T_bat= 17.60, Fy= 0.80, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 126.10, L= 509.63, L_straight= 509.37, slack=  0.26, T_bat= 2.09, Fy= 0.90, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 126.20, L= 509.63, L_straight= 509.40, slack=  0.23, T_bat= 17.70, Fy= 0.94, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 126.30, L= 509.63, L_straight= 509.42, slack=  0.20, T_bat= 2.20, Fy= 1.07, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 126.40, L= 509.63, L_straight= 509.45, slack=  0.18, T_bat= 17.85, Fy= 1.14, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
[SCEN] t=126.50 scen=Fx crit=(e3>15:0) T_bat=2.3791049793877193 y=-507.08 x=49.34 L=509.63
[SCEN] t=126.50 scen=Fy crit=(e3>15:50) T_bat=2.3791049793877193 y=-507.08 x=49.34 L=509.63
IC_L_7: t= 126.50, L= 509.63, L_straight= 509.48, slack=  0.15, T_bat= 2.38, Fy= 1.32, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 126.60, L= 509.63, L_straight= 509.51, slack=  0.12, T_bat= 18.10, Fy= 1.46, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 126.70, L= 509.63, L_straight= 509.52, slack=  0.11, T_bat= 0.00, Fy= 1.74, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 126.80, L= 509.63, L_straight= 509.51, slack=  0.12, T_bat= 15.57, Fy= 1.66, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 126.90, L= 509.63, L_straight= 509.49, slack=  0.14, T_bat= 3.71, Fy= 1.66, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 127.00, L= 509.63, L_straight= 509.46, slack=  0.17, T_bat= 27.33, Fy= 1.34, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 127.10, L= 509.63, L_straight= 509.42, slack=  0.21, T_bat= 17.83, Fy= 1.25, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
