IC_L_7: t= 0.10, L= 453.00, L_straight= 451.00, slack=  2.00, T_bat= 1.65, Fy= 0.04, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 42.20, L= 478.18, L_straight= 468.96, slack=  9.21, T_bat= 49.11, Fy= 0.00, desired=  1.00, ret=  0.64, exp=T_HARD_ACC
IC_L_7: t= 42.30, L= 478.24, L_straight= 469.02, slack=  9.22, T_bat= 0.61, Fy= 0.01, desired=  0.22, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 42.40, L= 478.30, L_straight= 469.07, slack=  9.23, T_bat= 49.19, Fy= 0.00, desired=  1.00, ret=  0.64, exp=T_HARD_ACC
IC_L_7: t= 42.50, L= 478.36, L_straight= 469.12, slack=  9.24, T_bat= 0.67, Fy= 0.01, desired=  0.22, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 42.60, L= 478.42, L_straight= 469.17, slack=  9.25, T_bat= 49.26, Fy= 0.00, desired=  1.00, ret=  0.63, exp=T_HARD_ACC
IC_L_7: t= 42.70, L= 478.49, L_straight= 469.23, slack=  9.26, T_bat= 0.73, Fy= 0.01, desired=  0.22, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 42.80, L= 478.55, L_straight= 469.28, slack=  9.27, T_bat= 49.33, Fy= 0.00, desired=  1.00, ret=  0.63, exp=T_HARD_ACC
IC_L_7: t= 42.90, L= 478.61, L_straight= 469.33, slack=  9.28, T_bat= 0.77, Fy= 0.01, desired=  0.21, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 43.00, L= 478.67, L_straight= 469.38, slack=  9.28, T_bat= 49.38, Fy= 0.00, desired=  1.00, ret=  0.63, exp=T_HARD_ACC
IC_L_7: t= 43.10, L= 478.73, L_straight= 469.44, slack=  9.30, T_bat= 0.81, Fy= 0.01, desired=  0.21, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 43.20, L= 478.79, L_straight= 469.49, slack=  9.30, T_bat= 49.43, Fy= 0.00, desired=  1.00, ret=  0.63, exp=T_HARD_ACC
IC_L_7: t= 43.30, L= 478.85, L_straight= 469.54, slack=  9.31, T_bat= 0.84, Fy= 0.01, desired=  0.21, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 43.40, L= 478.91, L_straight= 469.59, slack=  9.32, T_bat= 49.46, Fy= 0.00, desired=  1.00, ret=  0.63, exp=T_HARD_ACC
IC_L_7: t= 43.50, L= 478.97, L_straight= 469.65, slack=  9.33, T_bat= 0.86, Fy= 0.01, desired=  0.21, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 43.60, L= 479.03, L_straight= 469.70, slack=  9.34, T_bat= 49.50, Fy= 0.00, desired=  1.00, ret=  0.63, exp=T_HARD_ACC
IC_L_7: t= 43.70, L= 479.10, L_straight= 469.75, slack=  9.35, T_bat= 0.88, Fy= 0.01, desired=  0.21, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 43.80, L= 479.16, L_straight= 469.80, slack=  9.35, T_bat= 49.52, Fy= 0.00, desired=  1.00, ret=  0.63, exp=T_HARD_ACC
IC_L_7: t= 43.90, L= 479.22, L_straight= 469.86, slack=  9.36, T_bat= 0.89, Fy= 0.01, desired=  0.20, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 44.00, L= 479.28, L_straight= 469.91, slack=  9.37, T_bat= 49.55, Fy= 0.00, desired=  1.00, ret=  0.63, exp=T_HARD_ACC
IC_L_7: t= 44.10, L= 479.34, L_straight= 469.96, slack=  9.38, T_bat= 0.90, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 44.20, L= 479.40, L_straight= 470.01, slack=  9.38, T_bat= 49.57, Fy= 0.00, desired=  1.00, ret=  0.63, exp=T_HARD_ACC
IC_L_7: t= 44.30, L= 479.46, L_straight= 470.07, slack=  9.39, T_bat= 0.91, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 44.40, L= 479.52, L_straight= 470.12, slack=  9.40, T_bat= 49.59, Fy= 0.00, desired=  1.00, ret=  0.63, exp=T_HARD_ACC
IC_L_7: t= 44.50, L= 479.58, L_straight= 470.17, slack=  9.41, T_bat= 0.92, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 44.60, L= 479.64, L_straight= 470.22, slack=  9.42, T_bat= 49.61, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 44.70, L= 479.70, L_straight= 470.28, slack=  9.43, T_bat= 0.92, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 44.80, L= 479.76, L_straight= 470.33, slack=  9.43, T_bat= 49.63, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 44.90, L= 479.82, L_straight= 470.38, slack=  9.44, T_bat= 0.93, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 45.00, L= 479.88, L_straight= 470.43, slack=  9.45, T_bat= 49.64, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 45.10, L= 479.94, L_straight= 470.49, slack=  9.46, T_bat= 0.93, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 45.20, L= 480.00, L_straight= 470.54, slack=  9.46, T_bat= 49.66, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 45.30, L= 480.06, L_straight= 470.59, slack=  9.47, T_bat= 0.93, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 45.40, L= 480.12, L_straight= 470.64, slack=  9.48, T_bat= 49.67, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 45.50, L= 480.18, L_straight= 470.70, slack=  9.49, T_bat= 0.93, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 45.60, L= 480.24, L_straight= 470.75, slack=  9.49, T_bat= 49.69, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 45.70, L= 480.30, L_straight= 470.80, slack=  9.50, T_bat= 0.93, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 45.80, L= 480.36, L_straight= 470.86, slack=  9.51, T_bat= 49.70, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 45.90, L= 480.42, L_straight= 470.91, slack=  9.52, T_bat= 0.93, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 46.00, L= 480.48, L_straight= 470.96, slack=  9.52, T_bat= 49.71, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 46.10, L= 480.54, L_straight= 471.01, slack=  9.53, T_bat= 0.93, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 46.20, L= 480.60, L_straight= 471.07, slack=  9.54, T_bat= 49.73, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 46.30, L= 480.66, L_straight= 471.12, slack=  9.55, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 46.40, L= 480.72, L_straight= 471.17, slack=  9.55, T_bat= 49.74, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 46.50, L= 480.78, L_straight= 471.22, slack=  9.56, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 46.60, L= 480.84, L_straight= 471.28, slack=  9.57, T_bat= 49.75, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 46.70, L= 480.90, L_straight= 471.33, slack=  9.58, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 46.80, L= 480.96, L_straight= 471.38, slack=  9.58, T_bat= 49.77, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 46.90, L= 481.02, L_straight= 471.43, slack=  9.59, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 47.00, L= 481.08, L_straight= 471.49, slack=  9.60, T_bat= 49.78, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 47.10, L= 481.14, L_straight= 471.54, slack=  9.61, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 47.20, L= 481.20, L_straight= 471.59, slack=  9.61, T_bat= 49.79, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 47.30, L= 481.26, L_straight= 471.64, slack=  9.62, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 47.40, L= 481.32, L_straight= 471.70, slack=  9.63, T_bat= 49.80, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 47.50, L= 481.38, L_straight= 471.75, slack=  9.63, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 47.60, L= 481.44, L_straight= 471.80, slack=  9.64, T_bat= 49.82, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 47.70, L= 481.50, L_straight= 471.86, slack=  9.65, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 47.80, L= 481.56, L_straight= 471.91, slack=  9.65, T_bat= 49.83, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 47.90, L= 481.62, L_straight= 471.96, slack=  9.66, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 48.00, L= 481.68, L_straight= 472.01, slack=  9.67, T_bat= 49.84, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 48.10, L= 481.74, L_straight= 472.07, slack=  9.68, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 48.20, L= 481.80, L_straight= 472.12, slack=  9.68, T_bat= 49.85, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 48.30, L= 481.86, L_straight= 472.17, slack=  9.69, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 48.40, L= 481.92, L_straight= 472.22, slack=  9.70, T_bat= 49.87, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 48.50, L= 481.98, L_straight= 472.28, slack=  9.71, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 48.60, L= 482.04, L_straight= 472.33, slack=  9.71, T_bat= 49.88, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 48.70, L= 482.10, L_straight= 472.38, slack=  9.72, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 48.80, L= 482.16, L_straight= 472.43, slack=  9.73, T_bat= 49.89, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 48.90, L= 482.22, L_straight= 472.49, slack=  9.74, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 49.00, L= 482.28, L_straight= 472.54, slack=  9.74, T_bat= 49.90, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 49.10, L= 482.35, L_straight= 472.59, slack=  9.75, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 49.20, L= 482.40, L_straight= 472.65, slack=  9.76, T_bat= 49.92, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 49.30, L= 482.47, L_straight= 472.70, slack=  9.77, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 49.40, L= 482.52, L_straight= 472.75, slack=  9.77, T_bat= 49.93, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 49.50, L= 482.59, L_straight= 472.80, slack=  9.78, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 49.60, L= 482.64, L_straight= 472.86, slack=  9.79, T_bat= 49.94, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 49.70, L= 482.71, L_straight= 472.91, slack=  9.80, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 49.80, L= 482.76, L_straight= 472.96, slack=  9.80, T_bat= 49.95, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 49.90, L= 482.83, L_straight= 473.01, slack=  9.81, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 50.00, L= 482.88, L_straight= 473.07, slack=  9.82, T_bat= 49.97, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 50.10, L= 482.95, L_straight= 473.12, slack=  9.83, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 50.20, L= 483.00, L_straight= 473.17, slack=  9.83, T_bat= 49.98, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 50.30, L= 483.07, L_straight= 473.22, slack=  9.84, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 50.40, L= 483.12, L_straight= 473.28, slack=  9.85, T_bat= 49.99, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 50.50, L= 483.19, L_straight= 473.33, slack=  9.86, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 50.60, L= 483.24, L_straight= 473.38, slack=  9.86, T_bat= 50.00, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 50.70, L= 483.31, L_straight= 473.44, slack=  9.87, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 50.80, L= 483.36, L_straight= 473.49, slack=  9.88, T_bat= 50.02, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 50.90, L= 483.43, L_straight= 473.54, slack=  9.88, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 51.00, L= 483.48, L_straight= 473.59, slack=  9.89, T_bat= 50.03, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 51.10, L= 483.55, L_straight= 473.65, slack=  9.90, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 51.20, L= 483.60, L_straight= 473.70, slack=  9.90, T_bat= 50.04, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 51.30, L= 483.67, L_straight= 473.75, slack=  9.91, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 51.40, L= 483.72, L_straight= 473.80, slack=  9.92, T_bat= 50.05, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 51.50, L= 483.79, L_straight= 473.86, slack=  9.93, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 51.60, L= 483.84, L_straight= 473.91, slack=  9.93, T_bat= 50.07, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 51.70, L= 483.91, L_straight= 473.96, slack=  9.94, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 51.80, L= 483.96, L_straight= 474.01, slack=  9.95, T_bat= 50.08, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 51.90, L= 484.03, L_straight= 474.07, slack=  9.96, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 52.00, L= 484.08, L_straight= 474.12, slack=  9.96, T_bat= 50.09, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 52.10, L= 484.15, L_straight= 474.17, slack=  9.97, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 52.20, L= 484.20, L_straight= 474.23, slack=  9.98, T_bat= 50.10, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 52.30, L= 484.27, L_straight= 474.28, slack=  9.99, T_bat= 0.94, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 52.40, L= 484.32, L_straight= 474.33, slack=  9.99, T_bat= 50.11, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 52.50, L= 484.39, L_straight= 474.38, slack= 10.00, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 52.60, L= 484.44, L_straight= 474.44, slack= 10.01, T_bat= 50.13, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 52.70, L= 484.51, L_straight= 474.49, slack= 10.02, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 52.80, L= 484.56, L_straight= 474.54, slack= 10.02, T_bat= 50.14, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 52.90, L= 484.63, L_straight= 474.59, slack= 10.03, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 53.00, L= 484.68, L_straight= 474.65, slack= 10.04, T_bat= 50.15, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 53.10, L= 484.75, L_straight= 474.70, slack= 10.05, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 53.20, L= 484.80, L_straight= 474.75, slack= 10.05, T_bat= 50.16, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 53.30, L= 484.87, L_straight= 474.81, slack= 10.06, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 53.40, L= 484.92, L_straight= 474.86, slack= 10.07, T_bat= 50.18, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 53.50, L= 484.99, L_straight= 474.91, slack= 10.07, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 53.60, L= 485.04, L_straight= 474.96, slack= 10.08, T_bat= 50.19, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 53.70, L= 485.11, L_straight= 475.02, slack= 10.09, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 53.80, L= 485.16, L_straight= 475.07, slack= 10.09, T_bat= 50.20, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 53.90, L= 485.23, L_straight= 475.12, slack= 10.10, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 54.00, L= 485.28, L_straight= 475.17, slack= 10.11, T_bat= 50.21, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 54.10, L= 485.35, L_straight= 475.23, slack= 10.12, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 54.20, L= 485.40, L_straight= 475.28, slack= 10.12, T_bat= 50.22, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 54.30, L= 485.47, L_straight= 475.33, slack= 10.13, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 54.40, L= 485.52, L_straight= 475.38, slack= 10.14, T_bat= 50.24, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 54.50, L= 485.59, L_straight= 475.44, slack= 10.15, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 54.60, L= 485.64, L_straight= 475.49, slack= 10.15, T_bat= 50.25, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 54.70, L= 485.71, L_straight= 475.54, slack= 10.16, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 54.80, L= 485.76, L_straight= 475.60, slack= 10.17, T_bat= 50.26, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 54.90, L= 485.83, L_straight= 475.65, slack= 10.18, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 55.00, L= 485.88, L_straight= 475.70, slack= 10.18, T_bat= 50.27, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 55.10, L= 485.95, L_straight= 475.75, slack= 10.19, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 55.20, L= 486.00, L_straight= 475.81, slack= 10.20, T_bat= 50.28, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 55.30, L= 486.07, L_straight= 475.86, slack= 10.21, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 55.40, L= 486.12, L_straight= 475.91, slack= 10.21, T_bat= 50.30, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 55.50, L= 486.19, L_straight= 475.96, slack= 10.22, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 55.60, L= 486.24, L_straight= 476.02, slack= 10.23, T_bat= 50.31, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 55.70, L= 486.31, L_straight= 476.07, slack= 10.23, T_bat= 0.95, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 55.80, L= 486.36, L_straight= 476.12, slack= 10.24, T_bat= 50.32, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
[SCEN] t=55.90 scen=Fy crit=(y<-475:-75) T_bat=0.9555774207994858 y=-475.02 x=33.14 L=486.43
IC_L_7: t= 55.90, L= 486.43, L_straight= 476.18, slack= 10.25, T_bat= 0.96, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 56.00, L= 486.48, L_straight= 476.23, slack= 10.25, T_bat= 50.33, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 56.10, L= 486.55, L_straight= 476.30, slack= 10.25, T_bat= 39.64, Fy= 0.01, desired=  0.20, ret=  0.58, exp=PILOT_DESC_ACC
IC_L_7: t= 56.20, L= 486.60, L_straight= 476.38, slack= 10.23, T_bat= 73.40, Fy= 0.00, desired=  1.00, ret=  0.62, exp=T_HARD_ACC
IC_L_7: t= 56.30, L= 486.67, L_straight= 476.46, slack= 10.21, T_bat= 49.09, Fy= 0.01, desired=  1.00, ret=  0.66, exp=T_HARD_ACC
IC_L_7: t= 56.40, L= 486.73, L_straight= 476.54, slack= 10.19, T_bat= 76.63, Fy= 0.00, desired=  1.00, ret=  0.69, exp=T_HARD_ACC
IC_L_7: t= 56.50, L= 486.80, L_straight= 476.62, slack= 10.18, T_bat= 50.12, Fy= 0.01, desired=  1.00, ret=  0.72, exp=T_HARD_ACC
IC_L_7: t= 56.60, L= 486.87, L_straight= 476.70, slack= 10.17, T_bat= 76.97, Fy= 0.00, desired=  1.00, ret=  0.75, exp=T_HARD_ACC
IC_L_7: t= 56.70, L= 486.95, L_straight= 476.78, slack= 10.16, T_bat= 50.22, Fy= 0.01, desired=  1.00, ret=  0.78, exp=T_HARD_ACC
IC_L_7: t= 56.80, L= 487.03, L_straight= 476.87, slack= 10.16, T_bat= 77.02, Fy= 0.00, desired=  1.00, ret=  0.80, exp=T_HARD_ACC
IC_L_7: t= 56.90, L= 487.11, L_straight= 476.95, slack= 10.16, T_bat= 50.24, Fy= 0.01, desired=  1.00, ret=  0.82, exp=T_HARD_ACC
IC_L_7: t= 57.00, L= 487.19, L_straight= 477.03, slack= 10.16, T_bat= 77.05, Fy= 0.00, desired=  1.00, ret=  0.84, exp=T_HARD_ACC
IC_L_7: t= 57.10, L= 487.27, L_straight= 477.11, slack= 10.16, T_bat= 50.26, Fy= 0.01, desired=  1.00, ret=  0.85, exp=T_HARD_ACC
IC_L_7: t= 57.20, L= 487.36, L_straight= 477.19, slack= 10.16, T_bat= 77.08, Fy= 0.00, desired=  1.00, ret=  0.87, exp=T_HARD_ACC
IC_L_7: t= 57.30, L= 487.44, L_straight= 477.27, slack= 10.17, T_bat= 50.27, Fy= 0.01, desired=  1.00, ret=  0.88, exp=T_HARD_ACC
IC_L_7: t= 57.40, L= 487.53, L_straight= 477.36, slack= 10.17, T_bat= 77.11, Fy= 0.00, desired=  1.00, ret=  0.89, exp=T_HARD_ACC
IC_L_7: t= 57.50, L= 487.62, L_straight= 477.44, slack= 10.18, T_bat= 50.29, Fy= 0.01, desired=  1.00, ret=  0.90, exp=T_HARD_ACC
IC_L_7: t= 57.60, L= 487.71, L_straight= 477.52, slack= 10.19, T_bat= 77.15, Fy= 0.00, desired=  1.00, ret=  0.91, exp=T_HARD_ACC
