[SCEN] t=0.10 scen=Fx crit=(t>0:10) T_bat=0.04491421974583886 p=-10.00 L=12.00
[SCEN] t=0.10 scen=Fy crit=(t>0:-5) T_bat=0.04491421974583886 p=-10.00 L=12.00
IC_L_7: t= 0.10, L= 12.00, L_straight= 10.20, slack=  1.80, T_bat= 0.04, Fy=-0.00, desired=  0.00, ret=  0.00, exp=CATENARY_HOLD_ACC
IC_L_7: t= 656.90, L= 26.39, L_straight= 21.82, slack=  4.58, T_bat= 1.83, Fy=-0.01, desired= -0.53, ret= -0.53, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 657.00, L= 26.34, L_straight= 21.76, slack=  4.57, T_bat= 1.83, Fy=-0.01, desired= -0.52, ret= -0.53, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 657.10, L= 26.29, L_straight= 21.71, slack=  4.57, T_bat= 1.83, Fy=-0.01, desired= -0.52, ret= -0.53, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 657.20, L= 26.23, L_straight= 21.66, slack=  4.57, T_bat= 1.82, Fy=-0.01, desired= -0.52, ret= -0.53, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 657.30, L= 26.18, L_straight= 21.61, slack=  4.57, T_bat= 1.82, Fy=-0.01, desired= -0.52, ret= -0.53, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 657.40, L= 26.13, L_straight= 21.56, slack=  4.57, T_bat= 1.82, Fy=-0.01, desired= -0.52, ret= -0.53, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 657.50, L= 26.07, L_straight= 21.51, slack=  4.57, T_bat= 1.81, Fy=-0.01, desired= -0.52, ret= -0.53, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 657.60, L= 26.02, L_straight= 21.45, slack=  4.57, T_bat= 1.81, Fy=-0.01, desired= -0.52, ret= -0.53, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 657.70, L= 25.97, L_straight= 21.40, slack=  4.57, T_bat= 1.80, Fy=-0.01, desired= -0.52, ret= -0.53, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 657.80, L= 25.92, L_straight= 21.35, slack=  4.56, T_bat= 1.80, Fy=-0.01, desired= -0.52, ret= -0.53, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 657.90, L= 25.86, L_straight= 21.30, slack=  4.56, T_bat= 1.80, Fy=-0.01, desired= -0.52, ret= -0.53, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 658.00, L= 25.81, L_straight= 21.25, slack=  4.56, T_bat= 1.79, Fy=-0.01, desired= -0.52, ret= -0.53, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 658.10, L= 25.76, L_straight= 21.20, slack=  4.56, T_bat= 1.79, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 658.20, L= 25.71, L_straight= 21.14, slack=  4.56, T_bat= 1.79, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 658.30, L= 25.65, L_straight= 21.09, slack=  4.56, T_bat= 1.78, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 658.40, L= 25.60, L_straight= 21.04, slack=  4.56, T_bat= 1.78, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 658.50, L= 25.55, L_straight= 20.99, slack=  4.56, T_bat= 1.78, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 658.60, L= 25.50, L_straight= 20.94, slack=  4.56, T_bat= 1.77, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 658.70, L= 25.44, L_straight= 20.89, slack=  4.56, T_bat= 1.77, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 658.80, L= 25.39, L_straight= 20.84, slack=  4.56, T_bat= 1.77, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 658.90, L= 25.34, L_straight= 20.78, slack=  4.55, T_bat= 1.76, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 659.00, L= 25.29, L_straight= 20.73, slack=  4.55, T_bat= 1.76, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 659.10, L= 25.24, L_straight= 20.68, slack=  4.55, T_bat= 1.75, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 659.20, L= 25.18, L_straight= 20.63, slack=  4.55, T_bat= 1.75, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 659.30, L= 25.13, L_straight= 20.58, slack=  4.55, T_bat= 1.75, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 659.40, L= 25.08, L_straight= 20.53, slack=  4.55, T_bat= 1.74, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 659.50, L= 25.03, L_straight= 20.48, slack=  4.55, T_bat= 1.74, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 659.60, L= 24.97, L_straight= 20.43, slack=  4.55, T_bat= 1.74, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 659.70, L= 24.92, L_straight= 20.37, slack=  4.55, T_bat= 1.73, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 659.80, L= 24.87, L_straight= 20.32, slack=  4.55, T_bat= 1.73, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 659.90, L= 24.82, L_straight= 20.27, slack=  4.55, T_bat= 1.73, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 660.00, L= 24.77, L_straight= 20.22, slack=  4.55, T_bat= 1.72, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 660.10, L= 24.72, L_straight= 20.17, slack=  4.55, T_bat= 1.72, Fy=-0.01, desired= -0.52, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 660.20, L= 24.66, L_straight= 20.12, slack=  4.54, T_bat= 1.72, Fy=-0.01, desired= -0.51, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 660.30, L= 24.61, L_straight= 20.07, slack=  4.54, T_bat= 1.71, Fy=-0.01, desired= -0.51, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 660.40, L= 24.56, L_straight= 20.02, slack=  4.54, T_bat= 1.71, Fy=-0.01, desired= -0.51, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 660.50, L= 24.51, L_straight= 19.97, slack=  4.54, T_bat= 1.70, Fy=-0.01, desired= -0.51, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 660.60, L= 24.46, L_straight= 19.92, slack=  4.54, T_bat= 1.70, Fy=-0.01, desired= -0.51, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 660.70, L= 24.41, L_straight= 19.86, slack=  4.54, T_bat= 1.70, Fy=-0.01, desired= -0.51, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 660.80, L= 24.35, L_straight= 19.81, slack=  4.54, T_bat= 1.69, Fy=-0.01, desired= -0.51, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 660.90, L= 24.30, L_straight= 19.76, slack=  4.54, T_bat= 1.69, Fy=-0.01, desired= -0.51, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 661.00, L= 24.25, L_straight= 19.71, slack=  4.54, T_bat= 1.69, Fy=-0.01, desired= -0.51, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 661.10, L= 24.20, L_straight= 19.66, slack=  4.54, T_bat= 1.68, Fy=-0.01, desired= -0.51, ret= -0.52, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 661.20, L= 24.15, L_straight= 19.61, slack=  4.54, T_bat= 1.68, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 661.30, L= 24.10, L_straight= 19.56, slack=  4.54, T_bat= 1.68, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 661.40, L= 24.04, L_straight= 19.51, slack=  4.54, T_bat= 1.67, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 661.50, L= 23.99, L_straight= 19.46, slack=  4.54, T_bat= 1.67, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 661.60, L= 23.94, L_straight= 19.41, slack=  4.53, T_bat= 1.67, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 661.70, L= 23.89, L_straight= 19.36, slack=  4.53, T_bat= 1.66, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 661.80, L= 23.84, L_straight= 19.31, slack=  4.53, T_bat= 1.66, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 661.90, L= 23.79, L_straight= 19.26, slack=  4.53, T_bat= 1.65, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 662.00, L= 23.74, L_straight= 19.21, slack=  4.53, T_bat= 1.65, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 662.10, L= 23.69, L_straight= 19.15, slack=  4.53, T_bat= 1.65, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 662.20, L= 23.63, L_straight= 19.10, slack=  4.53, T_bat= 1.64, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 662.30, L= 23.58, L_straight= 19.05, slack=  4.53, T_bat= 1.64, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 662.40, L= 23.53, L_straight= 19.00, slack=  4.53, T_bat= 1.64, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 662.50, L= 23.48, L_straight= 18.95, slack=  4.53, T_bat= 1.63, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 662.60, L= 23.43, L_straight= 18.90, slack=  4.53, T_bat= 1.63, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 662.70, L= 23.38, L_straight= 18.85, slack=  4.53, T_bat= 1.63, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 662.80, L= 23.33, L_straight= 18.80, slack=  4.52, T_bat= 1.62, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 662.90, L= 23.28, L_straight= 18.75, slack=  4.52, T_bat= 1.62, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 663.00, L= 23.22, L_straight= 18.70, slack=  4.52, T_bat= 1.62, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 663.10, L= 23.17, L_straight= 18.65, slack=  4.52, T_bat= 1.61, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 663.20, L= 23.12, L_straight= 18.60, slack=  4.52, T_bat= 1.61, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 663.30, L= 23.07, L_straight= 18.55, slack=  4.52, T_bat= 1.61, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 663.40, L= 23.02, L_straight= 18.50, slack=  4.52, T_bat= 1.60, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 663.50, L= 22.97, L_straight= 18.45, slack=  4.52, T_bat= 1.60, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 663.60, L= 22.92, L_straight= 18.40, slack=  4.52, T_bat= 1.60, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 663.70, L= 22.87, L_straight= 18.35, slack=  4.52, T_bat= 1.59, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 663.80, L= 22.82, L_straight= 18.30, slack=  4.52, T_bat= 1.59, Fy=-0.01, desired= -0.51, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 663.90, L= 22.77, L_straight= 18.25, slack=  4.51, T_bat= 1.58, Fy=-0.01, desired= -0.50, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 664.00, L= 22.72, L_straight= 18.20, slack=  4.51, T_bat= 1.58, Fy=-0.01, desired= -0.50, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 664.10, L= 22.67, L_straight= 18.15, slack=  4.51, T_bat= 1.58, Fy=-0.01, desired= -0.50, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 664.20, L= 22.61, L_straight= 18.10, slack=  4.51, T_bat= 1.57, Fy=-0.01, desired= -0.50, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 664.30, L= 22.56, L_straight= 18.05, slack=  4.51, T_bat= 1.57, Fy=-0.01, desired= -0.50, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 664.40, L= 22.51, L_straight= 18.00, slack=  4.51, T_bat= 1.57, Fy=-0.01, desired= -0.50, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 664.50, L= 22.46, L_straight= 17.95, slack=  4.51, T_bat= 1.56, Fy=-0.01, desired= -0.50, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 664.60, L= 22.41, L_straight= 17.90, slack=  4.51, T_bat= 1.56, Fy=-0.01, desired= -0.50, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 664.70, L= 22.36, L_straight= 17.86, slack=  4.51, T_bat= 1.56, Fy=-0.01, desired= -0.50, ret= -0.51, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 664.80, L= 22.31, L_straight= 17.81, slack=  4.51, T_bat= 1.55, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 664.90, L= 22.26, L_straight= 17.76, slack=  4.50, T_bat= 1.55, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 665.00, L= 22.21, L_straight= 17.71, slack=  4.50, T_bat= 1.55, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 665.10, L= 22.16, L_straight= 17.66, slack=  4.50, T_bat= 1.54, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 665.20, L= 22.11, L_straight= 17.61, slack=  4.50, T_bat= 1.54, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 665.30, L= 22.06, L_straight= 17.56, slack=  4.50, T_bat= 1.54, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 665.40, L= 22.01, L_straight= 17.51, slack=  4.50, T_bat= 1.53, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 665.50, L= 21.96, L_straight= 17.46, slack=  4.50, T_bat= 1.53, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 665.60, L= 21.91, L_straight= 17.41, slack=  4.50, T_bat= 1.53, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 665.70, L= 21.86, L_straight= 17.36, slack=  4.50, T_bat= 1.52, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 665.80, L= 21.81, L_straight= 17.31, slack=  4.49, T_bat= 1.52, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 665.90, L= 21.76, L_straight= 17.26, slack=  4.49, T_bat= 1.52, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 666.00, L= 21.71, L_straight= 17.22, slack=  4.49, T_bat= 1.51, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 666.10, L= 21.66, L_straight= 17.17, slack=  4.49, T_bat= 1.51, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 666.20, L= 21.61, L_straight= 17.12, slack=  4.49, T_bat= 1.51, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 666.30, L= 21.56, L_straight= 17.07, slack=  4.49, T_bat= 1.50, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 666.40, L= 21.51, L_straight= 17.02, slack=  4.49, T_bat= 1.50, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 666.50, L= 21.46, L_straight= 16.97, slack=  4.49, T_bat= 1.49, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 666.60, L= 21.41, L_straight= 16.92, slack=  4.49, T_bat= 1.49, Fy=-0.01, desired= -0.50, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 666.70, L= 21.36, L_straight= 16.87, slack=  4.48, T_bat= 1.49, Fy=-0.01, desired= -0.49, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 666.80, L= 21.31, L_straight= 16.83, slack=  4.48, T_bat= 1.48, Fy=-0.01, desired= -0.49, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 666.90, L= 21.26, L_straight= 16.78, slack=  4.48, T_bat= 1.48, Fy=-0.01, desired= -0.49, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 667.00, L= 21.21, L_straight= 16.73, slack=  4.48, T_bat= 1.48, Fy=-0.01, desired= -0.49, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 667.10, L= 21.16, L_straight= 16.68, slack=  4.48, T_bat= 1.47, Fy=-0.01, desired= -0.49, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 667.20, L= 21.11, L_straight= 16.63, slack=  4.48, T_bat= 1.47, Fy=-0.01, desired= -0.49, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 667.30, L= 21.06, L_straight= 16.58, slack=  4.48, T_bat= 1.47, Fy=-0.01, desired= -0.49, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 667.40, L= 21.01, L_straight= 16.53, slack=  4.48, T_bat= 1.46, Fy=-0.01, desired= -0.49, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 667.50, L= 20.96, L_straight= 16.49, slack=  4.47, T_bat= 1.46, Fy=-0.01, desired= -0.49, ret= -0.50, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 667.60, L= 20.91, L_straight= 16.44, slack=  4.47, T_bat= 1.46, Fy=-0.01, desired= -0.49, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 667.70, L= 20.86, L_straight= 16.39, slack=  4.47, T_bat= 1.45, Fy=-0.01, desired= -0.49, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 667.80, L= 20.81, L_straight= 16.34, slack=  4.47, T_bat= 1.45, Fy=-0.01, desired= -0.49, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 667.90, L= 20.76, L_straight= 16.29, slack=  4.47, T_bat= 1.45, Fy=-0.01, desired= -0.49, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 668.00, L= 20.71, L_straight= 16.25, slack=  4.47, T_bat= 1.44, Fy=-0.01, desired= -0.49, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 668.10, L= 20.66, L_straight= 16.20, slack=  4.47, T_bat= 1.44, Fy=-0.01, desired= -0.49, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 668.20, L= 20.62, L_straight= 16.15, slack=  4.47, T_bat= 1.44, Fy=-0.01, desired= -0.49, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 668.30, L= 20.57, L_straight= 16.10, slack=  4.46, T_bat= 1.43, Fy=-0.01, desired= -0.49, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 668.40, L= 20.52, L_straight= 16.05, slack=  4.46, T_bat= 1.43, Fy=-0.01, desired= -0.49, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 668.50, L= 20.47, L_straight= 16.01, slack=  4.46, T_bat= 1.43, Fy=-0.01, desired= -0.49, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 668.60, L= 20.42, L_straight= 15.96, slack=  4.46, T_bat= 1.42, Fy=-0.01, desired= -0.49, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 668.70, L= 20.37, L_straight= 15.91, slack=  4.46, T_bat= 1.42, Fy=-0.01, desired= -0.49, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 668.80, L= 20.32, L_straight= 15.86, slack=  4.46, T_bat= 1.42, Fy=-0.01, desired= -0.49, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 668.90, L= 20.27, L_straight= 15.82, slack=  4.46, T_bat= 1.41, Fy=-0.01, desired= -0.49, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 669.00, L= 20.22, L_straight= 15.77, slack=  4.45, T_bat= 1.41, Fy=-0.01, desired= -0.48, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 669.10, L= 20.17, L_straight= 15.72, slack=  4.45, T_bat= 1.41, Fy=-0.01, desired= -0.48, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 669.20, L= 20.12, L_straight= 15.67, slack=  4.45, T_bat= 1.40, Fy=-0.01, desired= -0.48, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 669.30, L= 20.08, L_straight= 15.63, slack=  4.45, T_bat= 1.40, Fy=-0.01, desired= -0.48, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 669.40, L= 20.03, L_straight= 15.58, slack=  4.45, T_bat= 1.40, Fy=-0.01, desired= -0.48, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 669.50, L= 19.98, L_straight= 15.53, slack=  4.45, T_bat= 1.39, Fy=-0.01, desired= -0.48, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 669.60, L= 19.93, L_straight= 15.49, slack=  4.44, T_bat= 1.39, Fy=-0.01, desired= -0.48, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 669.70, L= 19.88, L_straight= 15.44, slack=  4.44, T_bat= 1.39, Fy=-0.01, desired= -0.48, ret= -0.49, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 669.80, L= 19.83, L_straight= 15.39, slack=  4.44, T_bat= 1.38, Fy=-0.01, desired= -0.48, ret= -0.48, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 669.90, L= 19.78, L_straight= 15.34, slack=  4.44, T_bat= 1.38, Fy=-0.01, desired= -0.48, ret= -0.48, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 670.00, L= 19.74, L_straight= 15.30, slack=  4.44, T_bat= 1.38, Fy=-0.01, desired= -0.48, ret= -0.48, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 670.10, L= 19.69, L_straight= 15.25, slack=  4.44, T_bat= 1.37, Fy=-0.01, desired= -0.48, ret= -0.48, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 670.20, L= 19.64, L_straight= 15.20, slack=  4.43, T_bat= 1.37, Fy=-0.01, desired= -0.48, ret= -0.48, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 670.30, L= 19.59, L_straight= 15.16, slack=  4.43, T_bat= 1.37, Fy=-0.01, desired= -0.48, ret= -0.48, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 670.40, L= 19.54, L_straight= 15.11, slack=  4.43, T_bat= 1.36, Fy=-0.01, desired= -0.48, ret= -0.48, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 670.50, L= 19.49, L_straight= 15.06, slack=  4.43, T_bat= 1.36, Fy=-0.01, desired= -0.48, ret= -0.48, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 670.60, L= 19.45, L_straight= 15.02, slack=  4.43, T_bat= 1.36, Fy=-0.01, desired= -0.48, ret= -0.48, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 670.70, L= 19.40, L_straight= 14.97, slack=  4.43, T_bat= 1.35, Fy=-0.01, desired= -0.48, ret= -0.48, exp=CATENARY_REMOVE_SLACK_ACC
IC_L_7: t= 670.80, L= 19.35, L_straight= 14.93, slack=  4.42, T_bat= 1.35, Fy=-0.01, desired= -0.47, ret= -0.48, exp=CATENARY_REMOVE_SLACK_ACC
