[SCEN] t=0.00 scen=Fy crit=(:-10) T_bat=0.5 y=-10.00 x=0.00 L=10.00
IC_L_7: t= 0.10, L= 10.00, L_straight= 10.00, slack=  0.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=-10.00, desired=  1.00, ret=  0.10, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 50.60, L= 35.60, L_straight= 33.86, slack=  1.74, T_bat= 1.61, T_rov= 0.50, F_drag_cable=( 0.00,  2.30), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 50.70, L= 35.66, L_straight= 33.92, slack=  1.74, T_bat= 1.59, T_rov= 0.50, F_drag_cable=( 0.00,  2.30), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 50.80, L= 35.71, L_straight= 33.97, slack=  1.74, T_bat= 1.58, T_rov= 0.50, F_drag_cable=( 0.00,  2.31), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 50.90, L= 35.77, L_straight= 34.03, slack=  1.74, T_bat= 1.58, T_rov= 0.50, F_drag_cable=( 0.00,  2.31), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.00, L= 35.82, L_straight= 34.09, slack=  1.74, T_bat= 1.65, T_rov= 0.50, F_drag_cable=( 0.00,  2.31), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.10, L= 35.88, L_straight= 34.14, slack=  1.74, T_bat= 1.62, T_rov= 0.50, F_drag_cable=( 0.00,  2.32), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.20, L= 35.94, L_straight= 34.20, slack=  1.74, T_bat= 1.68, T_rov= 0.50, F_drag_cable=( 0.00,  2.32), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.30, L= 35.99, L_straight= 34.25, slack=  1.74, T_bat= 1.73, T_rov= 0.50, F_drag_cable=( 0.00,  2.32), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.40, L= 36.05, L_straight= 34.31, slack=  1.74, T_bat= 1.66, T_rov= 0.50, F_drag_cable=( 0.00,  2.33), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.50, L= 36.10, L_straight= 34.37, slack=  1.74, T_bat= 1.73, T_rov= 0.50, F_drag_cable=( 0.00,  2.33), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.60, L= 36.16, L_straight= 34.42, slack=  1.74, T_bat= 1.69, T_rov= 0.50, F_drag_cable=( 0.00,  2.33), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.70, L= 36.22, L_straight= 34.48, slack=  1.74, T_bat= 1.67, T_rov= 0.50, F_drag_cable=( 0.00,  2.34), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.80, L= 36.27, L_straight= 34.53, slack=  1.74, T_bat= 1.67, T_rov= 0.50, F_drag_cable=( 0.00,  2.34), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.90, L= 36.33, L_straight= 34.59, slack=  1.74, T_bat= 1.72, T_rov= 0.50, F_drag_cable=( 0.00,  2.35), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.00, L= 36.38, L_straight= 34.65, slack=  1.74, T_bat= 1.73, T_rov= 0.50, F_drag_cable=( 0.00,  2.35), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.10, L= 36.44, L_straight= 34.70, slack=  1.74, T_bat= 1.73, T_rov= 0.50, F_drag_cable=( 0.00,  2.35), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.20, L= 36.50, L_straight= 34.76, slack=  1.74, T_bat= 1.78, T_rov= 0.50, F_drag_cable=( 0.00,  2.36), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.30, L= 36.55, L_straight= 34.81, slack=  1.74, T_bat= 1.73, T_rov= 0.50, F_drag_cable=( 0.00,  2.36), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.40, L= 36.61, L_straight= 34.87, slack=  1.74, T_bat= 1.78, T_rov= 0.50, F_drag_cable=( 0.00,  2.36), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.50, L= 36.66, L_straight= 34.93, slack=  1.74, T_bat= 1.76, T_rov= 0.50, F_drag_cable=( 0.00,  2.37), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.60, L= 36.72, L_straight= 34.98, slack=  1.74, T_bat= 1.80, T_rov= 0.50, F_drag_cable=( 0.00,  2.37), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.70, L= 36.78, L_straight= 35.04, slack=  1.74, T_bat= 1.82, T_rov= 0.50, F_drag_cable=( 0.00,  2.37), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.80, L= 36.83, L_straight= 35.09, slack=  1.74, T_bat= 1.83, T_rov= 0.50, F_drag_cable=( 0.00,  2.38), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.90, L= 36.89, L_straight= 35.15, slack=  1.74, T_bat= 1.80, T_rov= 0.50, F_drag_cable=( 0.00,  2.38), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 53.00, L= 36.94, L_straight= 35.21, slack=  1.74, T_bat= 1.79, T_rov= 0.50, F_drag_cable=( 0.00,  2.38), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 53.10, L= 37.00, L_straight= 35.26, slack=  1.74, T_bat= 1.82, T_rov= 0.50, F_drag_cable=( 0.00,  2.39), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 53.20, L= 37.06, L_straight= 35.32, slack=  1.74, T_bat= 1.84, T_rov= 0.50, F_drag_cable=( 0.00,  2.39), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 53.30, L= 37.11, L_straight= 35.37, slack=  1.74, T_bat= 1.85, T_rov= 0.50, F_drag_cable=( 0.00,  2.40), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 53.40, L= 37.17, L_straight= 35.43, slack=  1.74, T_bat= 1.82, T_rov= 0.50, F_drag_cable=( 0.00,  2.40), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 53.50, L= 37.22, L_straight= 35.49, slack=  1.74, T_bat= 1.69, T_rov= 0.50, F_drag_cable=( 0.00,  2.40), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 53.60, L= 37.28, L_straight= 35.54, slack=  1.74, T_bat= 1.72, T_rov= 0.50, F_drag_cable=( 0.00,  2.41), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 53.70, L= 37.34, L_straight= 35.60, slack=  1.74, T_bat= 1.77, T_rov= 0.50, F_drag_cable=( 0.00,  2.41), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 53.80, L= 37.39, L_straight= 35.65, slack=  1.74, T_bat= 1.82, T_rov= 0.50, F_drag_cable=( 0.00,  2.41), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 53.90, L= 37.45, L_straight= 35.71, slack=  1.74, T_bat= 1.85, T_rov= 0.50, F_drag_cable=( 0.00,  2.42), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.00, L= 37.50, L_straight= 35.77, slack=  1.74, T_bat= 1.87, T_rov= 0.50, F_drag_cable=( 0.00,  2.42), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.10, L= 37.56, L_straight= 35.82, slack=  1.74, T_bat= 1.84, T_rov= 0.50, F_drag_cable=( 0.00,  2.42), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.20, L= 37.62, L_straight= 35.88, slack=  1.74, T_bat= 1.82, T_rov= 0.50, F_drag_cable=( 0.00,  2.43), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.30, L= 37.67, L_straight= 35.93, slack=  1.74, T_bat= 1.82, T_rov= 0.50, F_drag_cable=( 0.00,  2.43), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.40, L= 37.73, L_straight= 35.99, slack=  1.74, T_bat= 1.82, T_rov= 0.50, F_drag_cable=( 0.00,  2.44), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.50, L= 37.78, L_straight= 36.05, slack=  1.74, T_bat= 1.82, T_rov= 0.50, F_drag_cable=( 0.00,  2.44), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.60, L= 37.84, L_straight= 36.10, slack=  1.74, T_bat= 1.82, T_rov= 0.50, F_drag_cable=( 0.00,  2.44), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.70, L= 37.90, L_straight= 36.16, slack=  1.74, T_bat= 1.86, T_rov= 0.50, F_drag_cable=( 0.00,  2.45), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.80, L= 37.95, L_straight= 36.21, slack=  1.74, T_bat= 1.89, T_rov= 0.50, F_drag_cable=( 0.00,  2.45), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.90, L= 38.01, L_straight= 36.27, slack=  1.74, T_bat= 1.90, T_rov= 0.50, F_drag_cable=( 0.00,  2.45), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.00, L= 38.06, L_straight= 36.32, slack=  1.74, T_bat= 1.91, T_rov= 0.50, F_drag_cable=( 0.00,  2.46), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.10, L= 38.12, L_straight= 36.38, slack=  1.74, T_bat= 1.80, T_rov= 0.50, F_drag_cable=( 0.00,  2.46), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.20, L= 38.18, L_straight= 36.44, slack=  1.74, T_bat= 1.71, T_rov= 0.50, F_drag_cable=( 0.00,  2.46), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.30, L= 38.23, L_straight= 36.49, slack=  1.74, T_bat= 1.71, T_rov= 0.50, F_drag_cable=( 0.00,  2.47), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.40, L= 38.29, L_straight= 36.55, slack=  1.74, T_bat= 1.75, T_rov= 0.50, F_drag_cable=( 0.00,  2.47), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.50, L= 38.34, L_straight= 36.60, slack=  1.74, T_bat= 1.80, T_rov= 0.50, F_drag_cable=( 0.00,  2.48), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.60, L= 38.40, L_straight= 36.66, slack=  1.74, T_bat= 1.83, T_rov= 0.50, F_drag_cable=( 0.00,  2.48), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.70, L= 38.46, L_straight= 36.72, slack=  1.74, T_bat= 1.84, T_rov= 0.50, F_drag_cable=( 0.00,  2.48), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.80, L= 38.51, L_straight= 36.77, slack=  1.74, T_bat= 1.90, T_rov= 0.50, F_drag_cable=( 0.00,  2.49), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.90, L= 38.57, L_straight= 36.83, slack=  1.74, T_bat= 1.88, T_rov= 0.50, F_drag_cable=( 0.00,  2.49), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 56.00, L= 38.62, L_straight= 36.88, slack=  1.74, T_bat= 1.88, T_rov= 0.50, F_drag_cable=( 0.00,  2.49), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 56.10, L= 38.68, L_straight= 36.94, slack=  1.74, T_bat= 1.87, T_rov= 0.50, F_drag_cable=( 0.00,  2.50), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 56.20, L= 38.74, L_straight= 37.00, slack=  1.74, T_bat= 1.92, T_rov= 0.50, F_drag_cable=( 0.00,  2.50), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 56.30, L= 38.79, L_straight= 37.05, slack=  1.74, T_bat= 1.90, T_rov= 0.50, F_drag_cable=( 0.00,  2.50), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 56.40, L= 38.85, L_straight= 37.11, slack=  1.74, T_bat= 1.89, T_rov= 0.50, F_drag_cable=( 0.00,  2.51), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 56.50, L= 38.90, L_straight= 37.16, slack=  1.74, T_bat= 1.93, T_rov= 0.50, F_drag_cable=( 0.00,  2.51), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 56.60, L= 38.96, L_straight= 37.22, slack=  1.74, T_bat= 1.91, T_rov= 0.50, F_drag_cable=( 0.00,  2.51), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 56.70, L= 39.02, L_straight= 37.28, slack=  1.74, T_bat= 1.90, T_rov= 0.50, F_drag_cable=( 0.00,  2.52), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 56.80, L= 39.07, L_straight= 37.33, slack=  1.74, T_bat= 1.94, T_rov= 0.50, F_drag_cable=( 0.00,  2.52), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 56.90, L= 39.13, L_straight= 37.39, slack=  1.74, T_bat= 1.92, T_rov= 0.50, F_drag_cable=( 0.00,  2.53), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.00, L= 39.18, L_straight= 37.44, slack=  1.74, T_bat= 1.91, T_rov= 0.50, F_drag_cable=( 0.00,  2.53), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.10, L= 39.24, L_straight= 37.50, slack=  1.74, T_bat= 1.91, T_rov= 0.50, F_drag_cable=( 0.00,  2.53), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.20, L= 39.30, L_straight= 37.56, slack=  1.74, T_bat= 1.89, T_rov= 0.50, F_drag_cable=( 0.00,  2.54), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.30, L= 39.35, L_straight= 37.61, slack=  1.74, T_bat= 1.94, T_rov= 0.50, F_drag_cable=( 0.00,  2.54), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.40, L= 39.41, L_straight= 37.67, slack=  1.74, T_bat= 1.85, T_rov= 0.50, F_drag_cable=( 0.00,  2.54), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.50, L= 39.46, L_straight= 37.72, slack=  1.74, T_bat= 1.85, T_rov= 0.50, F_drag_cable=( 0.00,  2.55), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.60, L= 39.52, L_straight= 37.78, slack=  1.74, T_bat= 1.88, T_rov= 0.50, F_drag_cable=( 0.00,  2.55), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.70, L= 39.58, L_straight= 37.84, slack=  1.74, T_bat= 1.91, T_rov= 0.50, F_drag_cable=( 0.00,  2.55), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.80, L= 39.63, L_straight= 37.89, slack=  1.74, T_bat= 1.92, T_rov= 0.50, F_drag_cable=( 0.00,  2.56), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.90, L= 39.69, L_straight= 37.95, slack=  1.74, T_bat= 1.92, T_rov= 0.50, F_drag_cable=( 0.00,  2.56), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 58.00, L= 39.74, L_straight= 38.00, slack=  1.74, T_bat= 1.93, T_rov= 0.50, F_drag_cable=( 0.00,  2.57), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 58.10, L= 39.80, L_straight= 38.06, slack=  1.74, T_bat= 1.93, T_rov= 0.50, F_drag_cable=( 0.00,  2.57), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 58.20, L= 39.85, L_straight= 38.12, slack=  1.74, T_bat= 1.94, T_rov= 0.50, F_drag_cable=( 0.00,  2.57), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 58.30, L= 39.91, L_straight= 38.17, slack=  1.74, T_bat= 1.94, T_rov= 0.50, F_drag_cable=( 0.00,  2.58), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 58.40, L= 39.97, L_straight= 38.23, slack=  1.74, T_bat= 1.87, T_rov= 0.50, F_drag_cable=( 0.00,  2.58), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 58.50, L= 40.02, L_straight= 38.28, slack=  1.74, T_bat= 1.92, T_rov= 0.50, F_drag_cable=( 0.00,  2.58), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 58.60, L= 40.08, L_straight= 38.34, slack=  1.74, T_bat= 1.94, T_rov= 0.50, F_drag_cable=( 0.00,  2.59), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 58.70, L= 40.13, L_straight= 38.40, slack=  1.74, T_bat= 1.96, T_rov= 0.50, F_drag_cable=( 0.00,  2.59), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 58.80, L= 40.19, L_straight= 38.45, slack=  1.74, T_bat= 1.98, T_rov= 0.50, F_drag_cable=( 0.00,  2.59), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 58.90, L= 40.25, L_straight= 38.51, slack=  1.74, T_bat= 2.02, T_rov= 0.50, F_drag_cable=( 0.00,  2.60), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.00, L= 40.30, L_straight= 38.56, slack=  1.74, T_bat= 1.91, T_rov= 0.50, F_drag_cable=( 0.00,  2.60), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.10, L= 40.36, L_straight= 38.62, slack=  1.74, T_bat= 1.90, T_rov= 0.50, F_drag_cable=( 0.00,  2.61), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.20, L= 40.41, L_straight= 38.68, slack=  1.74, T_bat= 1.95, T_rov= 0.50, F_drag_cable=( 0.00,  2.61), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.30, L= 40.47, L_straight= 38.73, slack=  1.74, T_bat= 2.01, T_rov= 0.50, F_drag_cable=( 0.00,  2.61), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.40, L= 40.53, L_straight= 38.79, slack=  1.74, T_bat= 2.04, T_rov= 0.50, F_drag_cable=( 0.00,  2.62), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.50, L= 40.58, L_straight= 38.84, slack=  1.74, T_bat= 2.01, T_rov= 0.50, F_drag_cable=( 0.00,  2.62), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.60, L= 40.64, L_straight= 38.90, slack=  1.74, T_bat= 2.00, T_rov= 0.50, F_drag_cable=( 0.00,  2.62), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.70, L= 40.69, L_straight= 38.96, slack=  1.74, T_bat= 2.00, T_rov= 0.50, F_drag_cable=( 0.00,  2.63), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.80, L= 40.75, L_straight= 39.01, slack=  1.74, T_bat= 2.00, T_rov= 0.50, F_drag_cable=( 0.00,  2.63), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.90, L= 40.81, L_straight= 39.07, slack=  1.74, T_bat= 2.00, T_rov= 0.50, F_drag_cable=( 0.00,  2.63), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 60.00, L= 40.86, L_straight= 39.12, slack=  1.74, T_bat= 2.00, T_rov= 0.50, F_drag_cable=( 0.00,  2.64), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 60.10, L= 40.92, L_straight= 39.18, slack=  1.74, T_bat= 2.00, T_rov= 0.50, F_drag_cable=( 0.00,  2.64), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 60.20, L= 40.97, L_straight= 39.24, slack=  1.74, T_bat= 1.99, T_rov= 0.50, F_drag_cable=( 0.00,  2.64), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 60.30, L= 41.03, L_straight= 39.29, slack=  1.74, T_bat= 2.04, T_rov= 0.50, F_drag_cable=( 0.00,  2.65), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 60.40, L= 41.09, L_straight= 39.35, slack=  1.74, T_bat= 2.08, T_rov= 0.50, F_drag_cable=( 0.00,  2.65), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 60.50, L= 41.14, L_straight= 39.40, slack=  1.74, T_bat= 2.05, T_rov= 0.50, F_drag_cable=( 0.00,  2.66), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
