[SCEN] t=0.00 scen=Fy crit=(:-10) T_bat=0.5 y=-10.00 x=0.00 L=10.00
IC_L_7: t= 0.10, L= 10.00, L_straight= 10.00, slack=  0.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=-10.00, desired=  1.00, ret=  0.10, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 153.60, L= 93.26, L_straight= 91.52, slack=  1.74, T_bat= 3.58, T_rov= 0.50, F_drag_cable=( 0.00,  6.02), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 153.70, L= 93.32, L_straight= 91.58, slack=  1.74, T_bat= 3.58, T_rov= 0.50, F_drag_cable=( 0.00,  6.02), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 153.80, L= 93.37, L_straight= 91.63, slack=  1.74, T_bat= 3.59, T_rov= 0.50, F_drag_cable=( 0.00,  6.03), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 153.90, L= 93.43, L_straight= 91.69, slack=  1.74, T_bat= 3.96, T_rov= 0.50, F_drag_cable=( 0.00,  6.03), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 154.00, L= 93.48, L_straight= 91.75, slack=  1.74, T_bat= 3.78, T_rov= 0.50, F_drag_cable=( 0.00,  6.03), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 154.10, L= 93.54, L_straight= 91.80, slack=  1.74, T_bat= 3.69, T_rov= 0.50, F_drag_cable=( 0.00,  6.04), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 154.20, L= 93.60, L_straight= 91.86, slack=  1.74, T_bat= 4.01, T_rov= 0.50, F_drag_cable=( 0.00,  6.04), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 154.30, L= 93.65, L_straight= 91.91, slack=  1.74, T_bat= 3.81, T_rov= 0.50, F_drag_cable=( 0.00,  6.05), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 154.40, L= 93.71, L_straight= 91.97, slack=  1.74, T_bat= 3.70, T_rov= 0.50, F_drag_cable=( 0.00,  6.05), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 154.50, L= 93.76, L_straight= 92.03, slack=  1.74, T_bat= 3.65, T_rov= 0.50, F_drag_cable=( 0.00,  6.05), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 154.60, L= 93.82, L_straight= 92.08, slack=  1.74, T_bat= 3.63, T_rov= 0.50, F_drag_cable=( 0.00,  6.06), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 154.70, L= 93.88, L_straight= 92.14, slack=  1.74, T_bat= 3.99, T_rov= 0.50, F_drag_cable=( 0.00,  6.06), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 154.80, L= 93.93, L_straight= 92.19, slack=  1.74, T_bat= 3.80, T_rov= 0.50, F_drag_cable=( 0.00,  6.06), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 154.90, L= 93.99, L_straight= 92.25, slack=  1.74, T_bat= 4.08, T_rov= 0.50, F_drag_cable=( 0.00,  6.07), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 155.00, L= 94.04, L_straight= 92.31, slack=  1.74, T_bat= 3.85, T_rov= 0.50, F_drag_cable=( 0.00,  6.07), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 155.10, L= 94.10, L_straight= 92.36, slack=  1.74, T_bat= 3.73, T_rov= 0.50, F_drag_cable=( 0.00,  6.07), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 155.20, L= 94.16, L_straight= 92.42, slack=  1.74, T_bat= 3.68, T_rov= 0.50, F_drag_cable=( 0.00,  6.08), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 155.30, L= 94.21, L_straight= 92.47, slack=  1.74, T_bat= 4.02, T_rov= 0.50, F_drag_cable=( 0.00,  6.08), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 155.40, L= 94.27, L_straight= 92.53, slack=  1.74, T_bat= 4.49, T_rov= 0.50, F_drag_cable=( 0.00,  6.09), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 155.50, L= 94.32, L_straight= 92.59, slack=  1.74, T_bat= 4.06, T_rov= 0.50, F_drag_cable=( 0.00,  6.09), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 155.60, L= 94.38, L_straight= 92.64, slack=  1.74, T_bat= 3.84, T_rov= 0.50, F_drag_cable=( 0.00,  6.09), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 155.70, L= 94.44, L_straight= 92.70, slack=  1.74, T_bat= 4.11, T_rov= 0.50, F_drag_cable=( 0.00,  6.10), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 155.80, L= 94.49, L_straight= 92.75, slack=  1.74, T_bat= 4.54, T_rov= 0.50, F_drag_cable=( 0.00,  6.10), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 155.90, L= 94.55, L_straight= 92.81, slack=  1.74, T_bat= 4.09, T_rov= 0.50, F_drag_cable=( 0.00,  6.10), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 156.00, L= 94.60, L_straight= 92.87, slack=  1.74, T_bat= 3.86, T_rov= 0.50, F_drag_cable=( 0.00,  6.11), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 156.10, L= 94.66, L_straight= 92.92, slack=  1.74, T_bat= 3.75, T_rov= 0.50, F_drag_cable=( 0.00,  6.11), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 156.20, L= 94.72, L_straight= 92.98, slack=  1.74, T_bat= 3.70, T_rov= 0.50, F_drag_cable=( 0.00,  6.11), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 156.30, L= 94.77, L_straight= 93.03, slack=  1.74, T_bat= 4.05, T_rov= 0.50, F_drag_cable=( 0.00,  6.12), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 156.40, L= 94.83, L_straight= 93.09, slack=  1.74, T_bat= 3.85, T_rov= 0.50, F_drag_cable=( 0.00,  6.12), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 156.50, L= 94.88, L_straight= 93.15, slack=  1.74, T_bat= 3.75, T_rov= 0.50, F_drag_cable=( 0.00,  6.12), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 156.60, L= 94.94, L_straight= 93.20, slack=  1.74, T_bat= 3.70, T_rov= 0.50, F_drag_cable=( 0.00,  6.13), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 156.70, L= 95.00, L_straight= 93.26, slack=  1.74, T_bat= 3.68, T_rov= 0.50, F_drag_cable=( 0.00,  6.13), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 156.80, L= 95.05, L_straight= 93.31, slack=  1.74, T_bat= 3.67, T_rov= 0.50, F_drag_cable=( 0.00,  6.14), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 156.90, L= 95.11, L_straight= 93.37, slack=  1.74, T_bat= 3.66, T_rov= 0.50, F_drag_cable=( 0.00,  6.14), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 157.00, L= 95.16, L_straight= 93.43, slack=  1.74, T_bat= 4.04, T_rov= 0.50, F_drag_cable=( 0.00,  6.14), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 157.10, L= 95.22, L_straight= 93.48, slack=  1.74, T_bat= 3.85, T_rov= 0.50, F_drag_cable=( 0.00,  6.15), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 157.20, L= 95.28, L_straight= 93.54, slack=  1.74, T_bat= 4.14, T_rov= 0.50, F_drag_cable=( 0.00,  6.15), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 157.30, L= 95.33, L_straight= 93.59, slack=  1.74, T_bat= 4.57, T_rov= 0.50, F_drag_cable=( 0.00,  6.15), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 157.40, L= 95.39, L_straight= 93.65, slack=  1.74, T_bat= 4.12, T_rov= 0.50, F_drag_cable=( 0.00,  6.16), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 157.50, L= 95.44, L_straight= 93.71, slack=  1.74, T_bat= 4.28, T_rov= 0.50, F_drag_cable=( 0.00,  6.16), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 157.60, L= 95.50, L_straight= 93.76, slack=  1.74, T_bat= 4.16, T_rov= 0.50, F_drag_cable=( 0.00,  6.16), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 157.70, L= 95.56, L_straight= 93.82, slack=  1.74, T_bat= 3.92, T_rov= 0.50, F_drag_cable=( 0.00,  6.17), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 157.80, L= 95.61, L_straight= 93.87, slack=  1.74, T_bat= 3.98, T_rov= 0.50, F_drag_cable=( 0.00,  6.17), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 157.90, L= 95.67, L_straight= 93.93, slack=  1.74, T_bat= 4.21, T_rov= 0.50, F_drag_cable=( 0.00,  6.18), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 158.00, L= 95.72, L_straight= 93.99, slack=  1.74, T_bat= 3.95, T_rov= 0.50, F_drag_cable=( 0.00,  6.18), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 158.10, L= 95.78, L_straight= 94.04, slack=  1.74, T_bat= 3.82, T_rov= 0.50, F_drag_cable=( 0.00,  6.18), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 158.20, L= 95.84, L_straight= 94.10, slack=  1.74, T_bat= 4.13, T_rov= 0.50, F_drag_cable=( 0.00,  6.19), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 158.30, L= 95.89, L_straight= 94.15, slack=  1.74, T_bat= 4.59, T_rov= 0.50, F_drag_cable=( 0.00,  6.19), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 158.40, L= 95.95, L_straight= 94.21, slack=  1.74, T_bat= 4.32, T_rov= 0.50, F_drag_cable=( 0.00,  6.19), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 158.50, L= 96.00, L_straight= 94.27, slack=  1.74, T_bat= 4.19, T_rov= 0.50, F_drag_cable=( 0.00,  6.20), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 158.60, L= 96.06, L_straight= 94.32, slack=  1.74, T_bat= 4.12, T_rov= 0.50, F_drag_cable=( 0.00,  6.20), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 158.70, L= 96.12, L_straight= 94.38, slack=  1.74, T_bat= 4.30, T_rov= 0.50, F_drag_cable=( 0.00,  6.20), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 158.80, L= 96.17, L_straight= 94.43, slack=  1.74, T_bat= 4.18, T_rov= 0.50, F_drag_cable=( 0.00,  6.21), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 158.90, L= 96.23, L_straight= 94.49, slack=  1.74, T_bat= 4.12, T_rov= 0.50, F_drag_cable=( 0.00,  6.21), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 159.00, L= 96.28, L_straight= 94.54, slack=  1.74, T_bat= 4.30, T_rov= 0.50, F_drag_cable=( 0.00,  6.22), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 159.10, L= 96.34, L_straight= 94.60, slack=  1.74, T_bat= 4.19, T_rov= 0.50, F_drag_cable=( 0.00,  6.22), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 159.20, L= 96.40, L_straight= 94.66, slack=  1.74, T_bat= 4.13, T_rov= 0.50, F_drag_cable=( 0.00,  6.22), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 159.30, L= 96.45, L_straight= 94.71, slack=  1.74, T_bat= 4.10, T_rov= 0.50, F_drag_cable=( 0.00,  6.23), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 159.40, L= 96.51, L_straight= 94.77, slack=  1.74, T_bat= 4.30, T_rov= 0.50, F_drag_cable=( 0.00,  6.23), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 159.50, L= 96.56, L_straight= 94.82, slack=  1.74, T_bat= 4.19, T_rov= 0.50, F_drag_cable=( 0.00,  6.23), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 159.60, L= 96.62, L_straight= 94.88, slack=  1.74, T_bat= 4.14, T_rov= 0.50, F_drag_cable=( 0.00,  6.24), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 159.70, L= 96.68, L_straight= 94.94, slack=  1.74, T_bat= 4.11, T_rov= 0.50, F_drag_cable=( 0.00,  6.24), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 159.80, L= 96.73, L_straight= 94.99, slack=  1.74, T_bat= 4.10, T_rov= 0.50, F_drag_cable=( 0.00,  6.24), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 159.90, L= 96.79, L_straight= 95.05, slack=  1.74, T_bat= 4.10, T_rov= 0.50, F_drag_cable=( 0.00,  6.25), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 160.00, L= 96.84, L_straight= 95.10, slack=  1.74, T_bat= 4.10, T_rov= 0.50, F_drag_cable=( 0.00,  6.25), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 160.10, L= 96.90, L_straight= 95.16, slack=  1.74, T_bat= 4.10, T_rov= 0.50, F_drag_cable=( 0.00,  6.25), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 160.20, L= 96.96, L_straight= 95.22, slack=  1.74, T_bat= 4.10, T_rov= 0.50, F_drag_cable=( 0.00,  6.26), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 160.30, L= 97.01, L_straight= 95.27, slack=  1.74, T_bat= 4.10, T_rov= 0.50, F_drag_cable=( 0.00,  6.26), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 160.40, L= 97.07, L_straight= 95.33, slack=  1.74, T_bat= 4.10, T_rov= 0.50, F_drag_cable=( 0.00,  6.27), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 160.50, L= 97.12, L_straight= 95.38, slack=  1.74, T_bat= 4.10, T_rov= 0.50, F_drag_cable=( 0.00,  6.27), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 160.60, L= 97.18, L_straight= 95.44, slack=  1.74, T_bat= 4.11, T_rov= 0.50, F_drag_cable=( 0.00,  6.27), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 160.70, L= 97.24, L_straight= 95.50, slack=  1.74, T_bat= 4.11, T_rov= 0.50, F_drag_cable=( 0.00,  6.28), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 160.80, L= 97.29, L_straight= 95.55, slack=  1.74, T_bat= 4.11, T_rov= 0.50, F_drag_cable=( 0.00,  6.28), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 160.90, L= 97.35, L_straight= 95.61, slack=  1.74, T_bat= 4.11, T_rov= 0.50, F_drag_cable=( 0.00,  6.28), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 161.00, L= 97.40, L_straight= 95.66, slack=  1.74, T_bat= 4.32, T_rov= 0.50, F_drag_cable=( 0.00,  6.29), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 161.10, L= 97.46, L_straight= 95.72, slack=  1.74, T_bat= 4.22, T_rov= 0.50, F_drag_cable=( 0.00,  6.29), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 161.20, L= 97.52, L_straight= 95.78, slack=  1.74, T_bat= 4.38, T_rov= 0.50, F_drag_cable=( 0.00,  6.29), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 161.30, L= 97.57, L_straight= 95.83, slack=  1.74, T_bat= 4.76, T_rov= 0.50, F_drag_cable=( 0.00,  6.30), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 161.40, L= 97.63, L_straight= 95.89, slack=  1.74, T_bat= 4.44, T_rov= 0.50, F_drag_cable=( 0.00,  6.30), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 161.50, L= 97.68, L_straight= 95.94, slack=  1.74, T_bat= 4.29, T_rov= 0.50, F_drag_cable=( 0.00,  6.31), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 161.60, L= 97.74, L_straight= 96.00, slack=  1.74, T_bat= 4.21, T_rov= 0.50, F_drag_cable=( 0.00,  6.31), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 161.70, L= 97.80, L_straight= 96.06, slack=  1.74, T_bat= 3.86, T_rov= 0.50, F_drag_cable=( 0.00,  6.31), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 161.80, L= 97.85, L_straight= 96.11, slack=  1.74, T_bat= 3.68, T_rov= 0.50, F_drag_cable=( 0.00,  6.32), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 161.90, L= 97.91, L_straight= 96.17, slack=  1.74, T_bat= 3.59, T_rov= 0.50, F_drag_cable=( 0.00,  6.32), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 162.00, L= 97.96, L_straight= 96.22, slack=  1.74, T_bat= 3.55, T_rov= 0.50, F_drag_cable=( 0.00,  6.32), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 162.10, L= 98.02, L_straight= 96.28, slack=  1.74, T_bat= 3.53, T_rov= 0.50, F_drag_cable=( 0.00,  6.33), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 162.20, L= 98.07, L_straight= 96.34, slack=  1.74, T_bat= 3.97, T_rov= 0.50, F_drag_cable=( 0.00,  6.33), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 162.30, L= 98.13, L_straight= 96.39, slack=  1.74, T_bat= 3.74, T_rov= 0.50, F_drag_cable=( 0.00,  6.33), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 162.40, L= 98.19, L_straight= 96.45, slack=  1.74, T_bat= 3.63, T_rov= 0.50, F_drag_cable=( 0.00,  6.34), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 162.50, L= 98.24, L_straight= 96.50, slack=  1.74, T_bat= 3.57, T_rov= 0.50, F_drag_cable=( 0.00,  6.34), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 162.60, L= 98.30, L_straight= 96.56, slack=  1.74, T_bat= 3.55, T_rov= 0.50, F_drag_cable=( 0.00,  6.35), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 162.70, L= 98.35, L_straight= 96.62, slack=  1.74, T_bat= 3.99, T_rov= 0.50, F_drag_cable=( 0.00,  6.35), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 162.80, L= 98.41, L_straight= 96.67, slack=  1.74, T_bat= 3.89, T_rov= 0.50, F_drag_cable=( 0.00,  6.35), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 162.90, L= 98.47, L_straight= 96.73, slack=  1.74, T_bat= 3.71, T_rov= 0.50, F_drag_cable=( 0.00,  6.36), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 163.00, L= 98.52, L_straight= 96.78, slack=  1.74, T_bat= 4.11, T_rov= 0.50, F_drag_cable=( 0.00,  6.36), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 163.10, L= 98.58, L_straight= 96.84, slack=  1.74, T_bat= 3.82, T_rov= 0.50, F_drag_cable=( 0.00,  6.36), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 163.20, L= 98.63, L_straight= 96.90, slack=  1.74, T_bat= 3.68, T_rov= 0.50, F_drag_cable=( 0.00,  6.37), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 163.30, L= 98.69, L_straight= 96.95, slack=  1.74, T_bat= 3.61, T_rov= 0.50, F_drag_cable=( 0.00,  6.37), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 163.40, L= 98.75, L_straight= 97.01, slack=  1.74, T_bat= 3.57, T_rov= 0.50, F_drag_cable=( 0.00,  6.37), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 163.50, L= 98.80, L_straight= 97.06, slack=  1.74, T_bat= 3.55, T_rov= 0.50, F_drag_cable=( 0.00,  6.38), Fy_cmd=-50.00, desired=  0.56, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
