IC_L_7: t= 0.10, L= 500.00, L_straight= 500.00, slack=  0.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -0.10), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 10.80, L= 499.95, L_straight= 497.26, slack=  2.69, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.18, ret= -0.10, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 10.90, L= 499.94, L_straight= 497.24, slack=  2.71, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.19, ret= -0.11, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 11.00, L= 499.93, L_straight= 497.21, slack=  2.72, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.20, ret= -0.12, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 11.10, L= 499.92, L_straight= 497.18, slack=  2.74, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.20, ret= -0.13, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 11.20, L= 499.91, L_straight= 497.16, slack=  2.75, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.21, ret= -0.13, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 11.30, L= 499.90, L_straight= 497.13, slack=  2.77, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.21, ret= -0.14, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 11.40, L= 499.88, L_straight= 497.10, slack=  2.78, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.22, ret= -0.15, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 11.50, L= 499.87, L_straight= 497.08, slack=  2.79, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.22, ret= -0.16, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 11.60, L= 499.85, L_straight= 497.05, slack=  2.80, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.23, ret= -0.16, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 11.70, L= 499.84, L_straight= 497.02, slack=  2.81, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.23, ret= -0.17, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 11.80, L= 499.82, L_straight= 497.00, slack=  2.82, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.24, ret= -0.18, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 11.90, L= 499.80, L_straight= 496.97, slack=  2.83, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.24, ret= -0.18, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 12.00, L= 499.78, L_straight= 496.94, slack=  2.84, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.24, ret= -0.19, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 12.10, L= 499.76, L_straight= 496.92, slack=  2.85, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.25, ret= -0.19, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 12.20, L= 499.74, L_straight= 496.89, slack=  2.85, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.25, ret= -0.20, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 12.30, L= 499.72, L_straight= 496.86, slack=  2.86, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.25, ret= -0.21, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 12.40, L= 499.70, L_straight= 496.84, slack=  2.87, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.25, ret= -0.21, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 12.50, L= 499.68, L_straight= 496.81, slack=  2.87, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.26, ret= -0.21, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 12.60, L= 499.66, L_straight= 496.78, slack=  2.88, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.26, ret= -0.22, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 12.70, L= 499.64, L_straight= 496.76, slack=  2.88, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.26, ret= -0.22, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 12.80, L= 499.62, L_straight= 496.73, slack=  2.89, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.26, ret= -0.23, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 12.90, L= 499.59, L_straight= 496.70, slack=  2.89, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.26, ret= -0.23, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 13.00, L= 499.57, L_straight= 496.67, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.27, ret= -0.23, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 13.10, L= 499.55, L_straight= 496.65, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.27, ret= -0.24, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 13.20, L= 499.52, L_straight= 496.62, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.27, ret= -0.24, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 13.30, L= 499.50, L_straight= 496.59, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.27, ret= -0.24, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 13.40, L= 499.47, L_straight= 496.57, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.27, ret= -0.25, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 13.50, L= 499.45, L_straight= 496.54, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired= -0.27, ret= -0.25, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 13.60, L= 499.43, L_straight= 496.51, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.27, ret= -0.25, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 13.70, L= 499.40, L_straight= 496.49, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.27, ret= -0.25, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 13.80, L= 499.37, L_straight= 496.46, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.27, ret= -0.26, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 13.90, L= 499.35, L_straight= 496.43, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.27, ret= -0.26, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 14.00, L= 499.32, L_straight= 496.41, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.26, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 14.10, L= 499.30, L_straight= 496.38, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.26, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 14.20, L= 499.27, L_straight= 496.35, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.26, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 14.30, L= 499.25, L_straight= 496.33, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.26, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 14.40, L= 499.22, L_straight= 496.30, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 14.50, L= 499.19, L_straight= 496.27, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 14.60, L= 499.17, L_straight= 496.25, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 14.70, L= 499.14, L_straight= 496.22, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 14.80, L= 499.11, L_straight= 496.19, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 14.90, L= 499.09, L_straight= 496.17, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 15.00, L= 499.06, L_straight= 496.14, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 15.10, L= 499.03, L_straight= 496.11, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 15.20, L= 499.00, L_straight= 496.08, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 15.30, L= 498.98, L_straight= 496.06, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 15.40, L= 498.95, L_straight= 496.03, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 15.50, L= 498.92, L_straight= 496.00, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 15.60, L= 498.90, L_straight= 495.98, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 15.70, L= 498.87, L_straight= 495.95, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 15.80, L= 498.84, L_straight= 495.92, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 15.90, L= 498.81, L_straight= 495.90, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 16.00, L= 498.79, L_straight= 495.87, slack=  2.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 16.10, L= 498.76, L_straight= 495.84, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 16.20, L= 498.73, L_straight= 495.82, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 16.30, L= 498.70, L_straight= 495.79, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.28, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 16.40, L= 498.68, L_straight= 495.76, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 16.50, L= 498.65, L_straight= 495.74, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 16.60, L= 498.62, L_straight= 495.71, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 16.70, L= 498.59, L_straight= 495.68, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 16.80, L= 498.57, L_straight= 495.66, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 16.90, L= 498.54, L_straight= 495.63, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 17.00, L= 498.51, L_straight= 495.60, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 17.10, L= 498.48, L_straight= 495.58, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 17.20, L= 498.46, L_straight= 495.55, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 17.30, L= 498.43, L_straight= 495.52, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 17.40, L= 498.40, L_straight= 495.50, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 17.50, L= 498.37, L_straight= 495.47, slack=  2.91, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 17.60, L= 498.35, L_straight= 495.44, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 17.70, L= 498.32, L_straight= 495.41, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 17.80, L= 498.29, L_straight= 495.39, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 17.90, L= 498.26, L_straight= 495.36, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 18.00, L= 498.24, L_straight= 495.33, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 18.10, L= 498.21, L_straight= 495.31, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 18.20, L= 498.18, L_straight= 495.28, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 18.30, L= 498.16, L_straight= 495.25, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 18.40, L= 498.13, L_straight= 495.23, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 18.50, L= 498.10, L_straight= 495.20, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 18.60, L= 498.07, L_straight= 495.17, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 18.70, L= 498.05, L_straight= 495.15, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 18.80, L= 498.02, L_straight= 495.12, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 18.90, L= 497.99, L_straight= 495.09, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 19.00, L= 497.96, L_straight= 495.07, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 19.10, L= 497.94, L_straight= 495.04, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 19.20, L= 497.91, L_straight= 495.01, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 19.30, L= 497.88, L_straight= 494.99, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 19.40, L= 497.86, L_straight= 494.96, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 19.50, L= 497.83, L_straight= 494.93, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 19.60, L= 497.80, L_straight= 494.91, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 19.70, L= 497.77, L_straight= 494.88, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 19.80, L= 497.75, L_straight= 494.85, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 19.90, L= 497.72, L_straight= 494.82, slack=  2.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.00, L= 497.69, L_straight= 494.80, slack=  2.89, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.10, L= 497.67, L_straight= 494.77, slack=  2.89, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.20, L= 497.64, L_straight= 494.74, slack=  2.89, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.30, L= 497.61, L_straight= 494.72, slack=  2.89, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.40, L= 497.58, L_straight= 494.69, slack=  2.89, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.50, L= 497.56, L_straight= 494.66, slack=  2.89, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.60, L= 497.53, L_straight= 494.64, slack=  2.89, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.70, L= 497.50, L_straight= 494.61, slack=  2.89, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.80, L= 497.48, L_straight= 494.58, slack=  2.89, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.90, L= 497.45, L_straight= 494.56, slack=  2.89, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 21.00, L= 497.42, L_straight= 494.53, slack=  2.89, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired= -0.27, ret= -0.27, exp=PILOT_ASC_REMOVE_SLACK_ACC
