[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.8068861135073987 p=-100.00 L=110.00
AUTO_L_6: t=0.10, T=0.81, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.00, desired= -0.20, ret= -0.02, exp=REG_SIGN_ACC
AUTO_L_6: t=17.30, T=25.09, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.99, desired=  0.05, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=17.40, T=25.09, Trupt=50.00, Tcible=25.00, est_dT_dL=  -1.41, desired=  0.03, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=17.50, T=25.09, Trupt=50.00, Tcible=25.00, est_dT_dL=  -4.22, desired=  0.01, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=17.60, T=25.09, Trupt=50.00, Tcible=25.00, est_dT_dL=   4.52, desired= -0.01, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=17.70, T=25.09, Trupt=50.00, Tcible=25.00, est_dT_dL=   1.76, desired= -0.03, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=17.80, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   1.25, desired= -0.04, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=17.90, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   1.08, desired= -0.04, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=18.00, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   1.03, desired= -0.05, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=18.10, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   1.09, desired= -0.04, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=18.20, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   1.34, desired= -0.04, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=18.30, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   2.73, desired= -0.02, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=18.40, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=  -2.23, desired=  0.02, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=18.50, T=25.09, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.41, desired=  0.11, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=18.60, T=25.09, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.15, desired=  0.32, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=18.70, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.51, desired=  0.09, ret=  0.04, exp=REG_T_ACC
AUTO_L_6: t=18.80, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   1.32, desired= -0.04, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=18.90, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.72, desired= -0.07, ret=  0.02, exp=REG_T_ACC
AUTO_L_6: t=19.00, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.62, desired= -0.08, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=19.10, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.59, desired= -0.09, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=19.20, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.58, desired= -0.09, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=19.30, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.59, desired= -0.09, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=19.40, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.60, desired= -0.08, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=19.50, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.65, desired= -0.08, ret= -0.03, exp=REG_T_ACC
AUTO_L_6: t=19.60, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.81, desired= -0.06, ret= -0.03, exp=REG_T_ACC
AUTO_L_6: t=19.70, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   9.77, desired= -0.01, ret= -0.03, exp=REG_T_ACC
AUTO_L_6: t=19.80, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.13, desired=  0.38, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=19.90, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.09, desired= -0.52, ret= -0.04, exp=REG_T_ACC
AUTO_L_6: t=20.00, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.18, desired= -0.27, ret= -0.06, exp=REG_T_ACC
AUTO_L_6: t=20.10, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.24, desired= -0.20, ret= -0.07, exp=REG_T_ACC
AUTO_L_6: t=20.20, T=25.09, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.28, desired= -0.17, ret= -0.08, exp=REG_T_ACC
AUTO_L_6: t=20.30, T=25.09, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.15, ret= -0.09, exp=REG_T_ACC
AUTO_L_6: t=20.40, T=25.09, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired= -0.14, ret= -0.09, exp=REG_T_ACC
AUTO_L_6: t=20.50, T=25.08, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -0.13, ret= -0.10, exp=REG_T_ACC
AUTO_L_6: t=20.60, T=25.08, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -0.12, ret= -0.10, exp=REG_T_ACC
AUTO_L_6: t=20.70, T=25.08, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -0.11, ret= -0.10, exp=REG_T_ACC
AUTO_L_6: t=20.80, T=25.07, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -0.10, ret= -0.10, exp=REG_T_ACC
AUTO_L_6: t=20.90, T=25.07, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -0.10, ret= -0.10, exp=REG_T_ACC
AUTO_L_6: t=21.00, T=25.07, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -0.09, ret= -0.10, exp=REG_T_ACC
AUTO_L_6: t=21.10, T=25.06, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.36, desired= -0.09, ret= -0.10, exp=REG_T_ACC
AUTO_L_6: t=21.20, T=25.06, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.36, desired= -0.08, ret= -0.10, exp=REG_T_ACC
AUTO_L_6: t=21.30, T=25.06, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -0.08, ret= -0.10, exp=REG_T_ACC
AUTO_L_6: t=21.40, T=25.05, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -0.08, ret= -0.09, exp=REG_T_ACC
AUTO_L_6: t=21.50, T=25.05, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -0.07, ret= -0.09, exp=REG_T_ACC
AUTO_L_6: t=21.60, T=25.05, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -0.07, ret= -0.09, exp=REG_T_ACC
AUTO_L_6: t=21.70, T=25.05, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired= -0.07, ret= -0.09, exp=REG_T_ACC
AUTO_L_6: t=21.80, T=25.04, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.07, ret= -0.09, exp=REG_T_ACC
AUTO_L_6: t=21.90, T=25.04, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.29, desired= -0.07, ret= -0.08, exp=REG_T_ACC
AUTO_L_6: t=22.00, T=25.04, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.27, desired= -0.07, ret= -0.08, exp=REG_T_ACC
AUTO_L_6: t=22.10, T=25.04, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.25, desired= -0.08, ret= -0.08, exp=REG_T_ACC
AUTO_L_6: t=22.20, T=25.04, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.21, desired= -0.09, ret= -0.08, exp=REG_T_ACC
AUTO_L_6: t=22.30, T=25.04, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.18, desired= -0.11, ret= -0.09, exp=REG_T_ACC
AUTO_L_6: t=22.40, T=25.04, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.13, desired= -0.16, ret= -0.09, exp=REG_T_ACC
AUTO_L_6: t=22.50, T=25.04, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.07, desired= -0.33, ret= -0.12, exp=REG_T_ACC
AUTO_L_6: t=22.60, T=25.05, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.00, desired=  5.49, ret= -0.07, exp=REG_T_ACC
AUTO_L_6: t=22.70, T=25.05, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.11, desired=  0.25, ret= -0.04, exp=REG_T_ACC
AUTO_L_6: t=22.80, T=25.07, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.27, desired=  0.12, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=22.90, T=25.08, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.55, desired=  0.08, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=23.00, T=25.11, Trupt=50.00, Tcible=25.00, est_dT_dL=  -1.01, desired=  0.05, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=23.10, T=25.16, Trupt=50.00, Tcible=25.00, est_dT_dL=  -1.91, desired=  0.04, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=23.20, T=25.25, Trupt=50.00, Tcible=25.00, est_dT_dL=  -4.08, desired=  0.03, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=23.30, T=25.73, Trupt=50.00, Tcible=25.00, est_dT_dL= -15.85, desired=  0.02, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=23.40, T=32.71, Trupt=50.00, Tcible=25.00, est_dT_dL=-225.18, desired=  0.02, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=23.50, T=32.76, Trupt=50.00, Tcible=25.00, est_dT_dL=-322.17, desired=  0.01, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=23.60, T=31.98, Trupt=50.00, Tcible=25.00, est_dT_dL=-604.67, desired=  0.01, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=23.70, T=31.40, Trupt=50.00, Tcible=25.00, est_dT_dL=-1591.34, desired=  0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=23.80, T=31.04, Trupt=50.00, Tcible=25.00, est_dT_dL= 26424.07, desired= -0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=23.90, T=30.83, Trupt=50.00, Tcible=25.00, est_dT_dL= 2041.10, desired= -0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=24.00, T=30.71, Trupt=50.00, Tcible=25.00, est_dT_dL= 1280.01, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=24.10, T=30.64, Trupt=50.00, Tcible=25.00, est_dT_dL= 1051.42, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=24.20, T=30.59, Trupt=50.00, Tcible=25.00, est_dT_dL= 965.04, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=24.30, T=30.57, Trupt=50.00, Tcible=25.00, est_dT_dL= 882.24, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=24.40, T=30.55, Trupt=50.00, Tcible=25.00, est_dT_dL=-416.95, desired=  0.01, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=24.50, T=30.54, Trupt=50.00, Tcible=25.00, est_dT_dL=-461.35, desired=  0.01, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=24.60, T=30.54, Trupt=50.00, Tcible=25.00, est_dT_dL=-327.12, desired=  0.01, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=24.70, T=30.53, Trupt=50.00, Tcible=25.00, est_dT_dL=-212.79, desired=  0.01, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=24.80, T=30.53, Trupt=50.00, Tcible=25.00, est_dT_dL=-132.52, desired=  0.02, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=24.90, T=30.53, Trupt=50.00, Tcible=25.00, est_dT_dL= -78.16, desired=  0.04, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=25.00, T=30.53, Trupt=50.00, Tcible=25.00, est_dT_dL= -42.56, desired=  0.06, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=25.10, T=30.53, Trupt=50.00, Tcible=25.00, est_dT_dL= -20.83, desired=  0.13, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=25.20, T=30.52, Trupt=50.00, Tcible=25.00, est_dT_dL=  -8.93, desired=  0.31, ret=  0.05, exp=REG_T_ACC
AUTO_L_6: t=25.30, T=30.53, Trupt=50.00, Tcible=25.00, est_dT_dL=  -3.23, desired=  0.86, ret=  0.10, exp=REG_T_ACC
AUTO_L_6: t=25.40, T=30.53, Trupt=50.00, Tcible=25.00, est_dT_dL=  -1.01, desired=  2.74, ret=  0.15, exp=REG_T_ACC
AUTO_L_6: t=25.50, T=30.53, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.25, desired= 11.19, ret=  0.20, exp=REG_T_ACC
AUTO_L_6: t=25.60, T=30.54, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.04, desired=-64.12, ret=  0.15, exp=REG_T_ACC
AUTO_L_6: t=25.70, T=30.54, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.16, desired=-16.81, ret=  0.10, exp=REG_T_ACC
AUTO_L_6: t=25.80, T=30.55, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.23, desired=-12.28, ret=  0.05, exp=REG_T_ACC
AUTO_L_6: t=25.90, T=30.55, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.26, desired=-10.63, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=26.00, T=30.55, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.28, desired= -9.78, ret= -0.05, exp=REG_T_ACC
AUTO_L_6: t=26.10, T=30.55, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.30, desired= -9.24, ret= -0.10, exp=REG_T_ACC
AUTO_L_6: t=26.20, T=30.55, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired= -8.79, ret= -0.15, exp=REG_T_ACC
AUTO_L_6: t=26.30, T=30.54, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -8.21, ret= -0.20, exp=REG_T_ACC
AUTO_L_6: t=26.40, T=30.54, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.42, desired= -6.56, ret= -0.25, exp=REG_T_ACC
AUTO_L_6: t=26.50, T=30.53, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.18, desired=-15.36, ret= -0.30, exp=REG_T_ACC
AUTO_L_6: t=26.60, T=30.52, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.27, desired=-10.10, ret= -0.35, exp=REG_T_ACC
AUTO_L_6: t=26.70, T=30.51, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.30, desired= -9.12, ret= -0.40, exp=REG_T_ACC
AUTO_L_6: t=26.80, T=30.49, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired= -8.72, ret= -0.45, exp=REG_T_ACC
AUTO_L_6: t=26.90, T=30.48, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired= -8.50, ret= -0.50, exp=REG_T_ACC
AUTO_L_6: t=27.00, T=30.46, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -8.35, ret= -0.55, exp=REG_T_ACC
AUTO_L_6: t=27.10, T=30.44, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -8.24, ret= -0.60, exp=REG_T_ACC
AUTO_L_6: t=27.20, T=30.42, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -8.15, ret= -0.65, exp=REG_T_ACC
AUTO_L_6: t=27.30, T=30.40, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -8.07, ret= -0.70, exp=REG_T_ACC
AUTO_L_6: t=27.40, T=30.38, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -8.00, ret= -0.75, exp=REG_T_ACC
AUTO_L_6: t=27.50, T=30.35, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -7.94, ret= -0.80, exp=REG_T_ACC
AUTO_L_6: t=27.60, T=30.33, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -7.88, ret= -0.85, exp=REG_T_ACC
AUTO_L_6: t=27.70, T=30.30, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -7.82, ret= -0.90, exp=REG_T_ACC
AUTO_L_6: t=27.80, T=30.27, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -7.76, ret= -0.95, exp=REG_T_ACC
AUTO_L_6: t=27.90, T=30.23, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -7.70, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=28.00, T=30.20, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -7.64, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=28.10, T=30.17, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -7.56, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=28.20, T=30.13, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -7.49, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=28.30, T=30.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -7.42, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=28.40, T=30.06, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -7.35, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=28.50, T=30.03, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -7.28, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=28.60, T=29.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -7.21, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=28.70, T=29.96, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -7.15, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=28.80, T=29.92, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -7.09, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=28.90, T=29.89, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -7.03, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=29.00, T=29.85, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -6.97, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=29.10, T=29.82, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -6.92, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=29.20, T=29.78, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -6.88, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=29.30, T=29.75, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -6.83, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=29.40, T=29.71, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -6.79, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=29.50, T=29.68, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -6.75, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=29.60, T=29.64, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -6.70, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=29.70, T=29.61, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -6.66, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=29.80, T=29.58, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -6.62, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=29.90, T=29.54, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -6.57, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=30.00, T=29.51, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -6.53, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=30.10, T=29.47, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -6.49, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=30.20, T=29.44, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -6.44, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=30.30, T=29.40, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -6.40, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=30.40, T=29.37, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -6.35, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=30.50, T=29.34, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -6.31, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=30.60, T=29.30, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -6.27, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=30.70, T=29.27, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -6.22, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=30.80, T=29.23, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -6.18, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=30.90, T=29.20, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -6.13, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=31.00, T=29.16, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -6.09, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=31.10, T=29.13, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -6.04, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=31.20, T=29.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -6.00, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=31.30, T=29.06, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.96, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=31.40, T=29.03, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.91, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=31.50, T=28.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.87, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=31.60, T=28.96, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.82, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=31.70, T=28.93, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.78, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=31.80, T=28.89, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.73, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=31.90, T=28.86, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.69, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=32.00, T=28.83, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.64, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=32.10, T=28.79, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.60, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=32.20, T=28.76, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.56, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=32.30, T=28.72, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.51, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=32.40, T=28.69, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.47, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=32.50, T=28.66, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.42, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=32.60, T=28.62, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.38, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=32.70, T=28.59, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.33, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=32.80, T=28.56, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.29, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=32.90, T=28.52, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.24, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=33.00, T=28.49, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.20, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=33.10, T=28.46, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.15, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=33.20, T=28.42, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -5.11, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=33.30, T=28.39, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -5.06, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=33.40, T=28.36, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -5.02, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=33.50, T=28.32, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -4.97, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=33.60, T=28.29, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -4.93, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=33.70, T=28.26, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -4.88, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=33.80, T=28.22, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -4.83, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=33.90, T=28.19, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -4.79, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=34.00, T=28.16, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -4.74, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=34.10, T=28.12, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -4.70, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=34.20, T=28.09, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -4.65, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=34.30, T=28.06, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -4.61, ret= -1.00, exp=REG_T_ACC
AUTO_L_6: t=34.40, T=28.02, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -4.56, ret= -1.00, exp=REG_T_ACC
