[SCEN] t=0.10 scen=Fx crit=(t>0:1) T_bat=0.403729584757652 p=-100.00 L=110.00
[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.403729584757652 p=-100.00 L=110.00
IC_L_7: t= 0.10, L= 110.00, L_straight= 101.98, slack=  8.02, T=None, Fy=None, desired=  0.00, ret=  0.00, exp=CATENARY_HOLD_ACC
IC_L_7: t= 0.20, L= 110.00, L_straight= 101.99, slack=  8.01, T=None, Fy=None, desired=  0.20, ret=  0.02, exp=PILOT_DESC_ACC
IC_L_7: t= 0.30, L= 110.00, L_straight= 102.02, slack=  7.98, T=None, Fy=None, desired=  0.20, ret=  0.04, exp=PILOT_DESC_ACC
IC_L_7: t= 0.40, L= 110.01, L_straight= 102.07, slack=  7.94, T=None, Fy=None, desired=  0.20, ret=  0.05, exp=PILOT_DESC_ACC
IC_L_7: t= 0.50, L= 110.01, L_straight= 102.12, slack=  7.89, T=None, Fy=None, desired=  0.20, ret=  0.07, exp=PILOT_DESC_ACC
IC_L_7: t= 0.60, L= 110.02, L_straight= 102.18, slack=  7.84, T=None, Fy=None, desired=  0.20, ret=  0.08, exp=PILOT_DESC_ACC
IC_L_7: t= 0.70, L= 110.03, L_straight= 102.24, slack=  7.79, T=None, Fy=None, desired=  0.20, ret=  0.09, exp=PILOT_DESC_ACC
IC_L_7: t= 0.80, L= 110.04, L_straight= 102.30, slack=  7.73, T=None, Fy=None, desired=  0.20, ret=  0.10, exp=PILOT_DESC_ACC
IC_L_7: t= 0.90, L= 110.05, L_straight= 102.37, slack=  7.68, T=None, Fy=None, desired=  0.20, ret=  0.11, exp=PILOT_DESC_ACC
IC_L_7: t= 1.00, L= 110.06, L_straight= 102.43, slack=  7.63, T=None, Fy=None, desired=  0.20, ret=  0.12, exp=PILOT_DESC_ACC
IC_L_7: t= 1.10, L= 110.07, L_straight= 102.50, slack=  7.57, T=None, Fy=None, desired=  0.20, ret=  0.13, exp=PILOT_DESC_ACC
IC_L_7: t= 1.20, L= 110.08, L_straight= 102.56, slack=  7.52, T=None, Fy=None, desired=  0.20, ret=  0.14, exp=PILOT_DESC_ACC
IC_L_7: t= 1.30, L= 110.10, L_straight= 102.63, slack=  7.47, T=None, Fy=None, desired=  0.20, ret=  0.14, exp=PILOT_DESC_ACC
IC_L_7: t= 1.40, L= 110.11, L_straight= 102.70, slack=  7.41, T=None, Fy=None, desired=  0.20, ret=  0.15, exp=PILOT_DESC_ACC
IC_L_7: t= 1.50, L= 110.13, L_straight= 102.77, slack=  7.36, T=None, Fy=None, desired=  0.20, ret=  0.15, exp=PILOT_DESC_ACC
IC_L_7: t= 1.60, L= 110.14, L_straight= 102.83, slack=  7.31, T=None, Fy=None, desired=  0.20, ret=  0.16, exp=PILOT_DESC_ACC
IC_L_7: t= 1.70, L= 110.16, L_straight= 102.90, slack=  7.26, T=None, Fy=None, desired=  0.20, ret=  0.16, exp=PILOT_DESC_ACC
IC_L_7: t= 1.80, L= 110.17, L_straight= 102.97, slack=  7.21, T=None, Fy=None, desired=  0.20, ret=  0.17, exp=PILOT_DESC_ACC
IC_L_7: t= 1.90, L= 110.19, L_straight= 103.03, slack=  7.16, T=None, Fy=None, desired=  0.20, ret=  0.17, exp=PILOT_DESC_ACC
IC_L_7: t= 2.00, L= 110.21, L_straight= 103.10, slack=  7.11, T=None, Fy=None, desired=  0.20, ret=  0.17, exp=PILOT_DESC_ACC
IC_L_7: t= 2.10, L= 110.22, L_straight= 103.17, slack=  7.06, T=None, Fy=None, desired=  0.20, ret=  0.18, exp=PILOT_DESC_ACC
IC_L_7: t= 2.20, L= 110.24, L_straight= 103.23, slack=  7.01, T=None, Fy=None, desired=  0.20, ret=  0.18, exp=PILOT_DESC_ACC
IC_L_7: t= 2.30, L= 110.26, L_straight= 103.30, slack=  6.96, T=None, Fy=None, desired=  0.20, ret=  0.18, exp=PILOT_DESC_ACC
IC_L_7: t= 2.40, L= 110.28, L_straight= 103.37, slack=  6.91, T=None, Fy=None, desired=  0.20, ret=  0.18, exp=PILOT_DESC_ACC
IC_L_7: t= 2.50, L= 110.30, L_straight= 103.44, slack=  6.86, T=None, Fy=None, desired=  0.20, ret=  0.18, exp=PILOT_DESC_ACC
IC_L_7: t= 2.60, L= 110.31, L_straight= 103.50, slack=  6.81, T=None, Fy=None, desired=  0.20, ret=  0.19, exp=PILOT_DESC_ACC
IC_L_7: t= 2.70, L= 110.33, L_straight= 103.57, slack=  6.76, T=None, Fy=None, desired=  0.20, ret=  0.19, exp=PILOT_DESC_ACC
IC_L_7: t= 2.80, L= 110.35, L_straight= 103.64, slack=  6.71, T=None, Fy=None, desired=  0.20, ret=  0.19, exp=PILOT_DESC_ACC
IC_L_7: t= 2.90, L= 110.37, L_straight= 103.71, slack=  6.66, T=None, Fy=None, desired=  0.20, ret=  0.19, exp=PILOT_DESC_ACC
IC_L_7: t= 3.00, L= 110.39, L_straight= 103.77, slack=  6.62, T=None, Fy=None, desired=  0.20, ret=  0.19, exp=PILOT_DESC_ACC
IC_L_7: t= 3.10, L= 110.41, L_straight= 103.84, slack=  6.57, T=None, Fy=None, desired=  0.20, ret=  0.19, exp=PILOT_DESC_ACC
IC_L_7: t= 3.20, L= 110.43, L_straight= 103.91, slack=  6.52, T=None, Fy=None, desired=  0.20, ret=  0.19, exp=PILOT_DESC_ACC
IC_L_7: t= 3.30, L= 110.45, L_straight= 103.98, slack=  6.47, T=None, Fy=None, desired=  0.20, ret=  0.19, exp=PILOT_DESC_ACC
IC_L_7: t= 3.40, L= 110.47, L_straight= 104.04, slack=  6.42, T=None, Fy=None, desired=  0.20, ret=  0.19, exp=PILOT_DESC_ACC
IC_L_7: t= 3.50, L= 110.49, L_straight= 104.11, slack=  6.37, T=None, Fy=None, desired=  0.20, ret=  0.19, exp=PILOT_DESC_ACC
IC_L_7: t= 3.60, L= 110.51, L_straight= 104.18, slack=  6.33, T=None, Fy=None, desired=  0.20, ret=  0.19, exp=PILOT_DESC_ACC
IC_L_7: t= 3.70, L= 110.52, L_straight= 104.25, slack=  6.28, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 3.80, L= 110.54, L_straight= 104.32, slack=  6.23, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 3.90, L= 110.56, L_straight= 104.38, slack=  6.18, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 4.00, L= 110.58, L_straight= 104.45, slack=  6.13, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 4.10, L= 110.60, L_straight= 104.52, slack=  6.08, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 4.20, L= 110.62, L_straight= 104.59, slack=  6.04, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 4.30, L= 110.64, L_straight= 104.65, slack=  5.99, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 4.40, L= 110.66, L_straight= 104.72, slack=  5.94, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 4.50, L= 110.68, L_straight= 104.79, slack=  5.89, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 4.60, L= 110.70, L_straight= 104.86, slack=  5.84, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 4.70, L= 110.72, L_straight= 104.93, slack=  5.80, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 4.80, L= 110.74, L_straight= 104.99, slack=  5.75, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 4.90, L= 110.76, L_straight= 105.06, slack=  5.70, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 5.00, L= 110.78, L_straight= 105.13, slack=  5.65, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 5.10, L= 110.80, L_straight= 105.20, slack=  5.60, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 5.20, L= 110.82, L_straight= 105.27, slack=  5.55, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 5.30, L= 110.84, L_straight= 105.33, slack=  5.51, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 5.40, L= 110.86, L_straight= 105.40, slack=  5.46, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 5.50, L= 110.88, L_straight= 105.47, slack=  5.41, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 5.60, L= 110.90, L_straight= 105.54, slack=  5.36, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 5.70, L= 110.92, L_straight= 105.61, slack=  5.31, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 5.80, L= 110.94, L_straight= 105.68, slack=  5.27, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 5.90, L= 110.96, L_straight= 105.74, slack=  5.22, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 6.00, L= 110.98, L_straight= 105.81, slack=  5.17, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 6.10, L= 111.00, L_straight= 105.88, slack=  5.12, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 6.20, L= 111.02, L_straight= 105.95, slack=  5.07, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 6.30, L= 111.04, L_straight= 106.02, slack=  5.02, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 6.40, L= 111.06, L_straight= 106.08, slack=  4.98, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 6.50, L= 111.08, L_straight= 106.15, slack=  4.93, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 6.60, L= 111.10, L_straight= 106.22, slack=  4.88, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 6.70, L= 111.12, L_straight= 106.29, slack=  4.83, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 6.80, L= 111.14, L_straight= 106.36, slack=  4.78, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 6.90, L= 111.16, L_straight= 106.42, slack=  4.74, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 7.00, L= 111.18, L_straight= 106.49, slack=  4.69, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 7.10, L= 111.20, L_straight= 106.56, slack=  4.64, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
IC_L_7: t= 7.20, L= 111.22, L_straight= 106.63, slack=  4.59, T=None, Fy=None, desired=  0.20, ret=  0.20, exp=PILOT_DESC_ACC
