[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.8068861135073987 p=-100.00 L=110.00
AUTO_L_6: t=0.10, T=0.81, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.00, desired= -0.20, ret= -0.02, exp=REG_SIGN_ACC
AUTO_L_6: t=47.20, T=25.16, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.27, ret= -0.56, exp=REG_T_ACC
AUTO_L_6: t=47.30, T=25.15, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.24, ret= -0.52, exp=REG_T_ACC
AUTO_L_6: t=47.40, T=25.13, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.21, ret= -0.49, exp=REG_T_ACC
AUTO_L_6: t=47.50, T=25.12, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.19, ret= -0.46, exp=REG_T_ACC
AUTO_L_6: t=47.60, T=25.10, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.16, ret= -0.43, exp=REG_T_ACC
AUTO_L_6: t=47.70, T=25.09, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.14, ret= -0.40, exp=REG_T_ACC
AUTO_L_6: t=47.80, T=25.08, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.12, ret= -0.38, exp=REG_T_ACC
AUTO_L_6: t=47.90, T=25.06, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.10, ret= -0.35, exp=REG_T_ACC
AUTO_L_6: t=48.00, T=25.05, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.08, ret= -0.32, exp=REG_T_ACC
AUTO_L_6: t=48.10, T=25.04, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.07, ret= -0.30, exp=REG_T_ACC
AUTO_L_6: t=48.20, T=25.03, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.05, ret= -0.27, exp=REG_T_ACC
AUTO_L_6: t=48.30, T=25.02, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.04, ret= -0.25, exp=REG_T_ACC
AUTO_L_6: t=48.40, T=25.02, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.03, ret= -0.23, exp=REG_T_ACC
AUTO_L_6: t=48.50, T=25.01, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.02, ret= -0.21, exp=REG_T_ACC
AUTO_L_6: t=48.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired= -0.01, ret= -0.19, exp=REG_T_ACC
AUTO_L_6: t=48.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.00, ret= -0.17, exp=REG_T_ACC
AUTO_L_6: t=48.80, T=24.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.01, ret= -0.15, exp=REG_T_ACC
AUTO_L_6: t=48.90, T=24.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.02, ret= -0.13, exp=REG_T_ACC
AUTO_L_6: t=49.00, T=24.98, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.03, ret= -0.12, exp=REG_T_ACC
AUTO_L_6: t=49.10, T=24.98, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.03, ret= -0.10, exp=REG_T_ACC
AUTO_L_6: t=49.20, T=24.98, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.04, ret= -0.09, exp=REG_T_ACC
AUTO_L_6: t=49.30, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.04, ret= -0.07, exp=REG_T_ACC
AUTO_L_6: t=49.40, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.04, ret= -0.06, exp=REG_T_ACC
AUTO_L_6: t=49.50, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.05, ret= -0.05, exp=REG_T_ACC
AUTO_L_6: t=49.60, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.05, ret= -0.04, exp=REG_T_ACC
AUTO_L_6: t=49.70, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.05, ret= -0.03, exp=REG_T_ACC
AUTO_L_6: t=49.80, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.05, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=49.90, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.06, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=50.00, T=24.96, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.06, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=50.10, T=24.96, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.06, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=50.20, T=24.96, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.06, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=50.30, T=24.96, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.06, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=50.40, T=24.96, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired=  0.05, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=50.50, T=24.96, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired=  0.05, ret=  0.02, exp=REG_T_ACC
AUTO_L_6: t=50.60, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired=  0.05, ret=  0.02, exp=REG_T_ACC
AUTO_L_6: t=50.70, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.48, desired=  0.04, ret=  0.02, exp=REG_T_ACC
AUTO_L_6: t=50.80, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.24, desired=  0.07, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=50.90, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.28, desired=  0.06, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=51.00, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.29, desired=  0.05, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=51.10, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.30, desired=  0.05, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=51.20, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.30, desired=  0.05, ret=  0.04, exp=REG_T_ACC
AUTO_L_6: t=51.30, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.30, desired=  0.05, ret=  0.04, exp=REG_T_ACC
AUTO_L_6: t=51.40, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.30, desired=  0.05, ret=  0.04, exp=REG_T_ACC
AUTO_L_6: t=51.50, T=24.97, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.30, desired=  0.04, ret=  0.04, exp=REG_T_ACC
AUTO_L_6: t=51.60, T=24.98, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.30, desired=  0.04, ret=  0.04, exp=REG_T_ACC
AUTO_L_6: t=51.70, T=24.98, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.04, ret=  0.04, exp=REG_T_ACC
AUTO_L_6: t=51.80, T=24.98, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.04, ret=  0.04, exp=REG_T_ACC
AUTO_L_6: t=51.90, T=24.98, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.03, ret=  0.04, exp=REG_T_ACC
AUTO_L_6: t=52.00, T=24.98, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.03, ret=  0.04, exp=REG_T_ACC
AUTO_L_6: t=52.10, T=24.98, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.03, ret=  0.04, exp=REG_T_ACC
AUTO_L_6: t=52.20, T=24.98, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.03, ret=  0.04, exp=REG_T_ACC
AUTO_L_6: t=52.30, T=24.98, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.03, ret=  0.04, exp=REG_T_ACC
AUTO_L_6: t=52.40, T=24.98, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.03, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=52.50, T=24.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.02, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=52.60, T=24.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.02, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=52.70, T=24.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.02, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=52.80, T=24.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.02, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=52.90, T=24.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.02, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=53.00, T=24.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.02, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=53.10, T=24.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.01, ret=  0.03, exp=REG_T_ACC
AUTO_L_6: t=53.20, T=24.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.01, ret=  0.02, exp=REG_T_ACC
AUTO_L_6: t=53.30, T=24.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.31, desired=  0.01, ret=  0.02, exp=REG_T_ACC
AUTO_L_6: t=53.40, T=24.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.01, ret=  0.02, exp=REG_T_ACC
AUTO_L_6: t=53.50, T=24.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.01, ret=  0.02, exp=REG_T_ACC
AUTO_L_6: t=53.60, T=24.99, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.01, ret=  0.02, exp=REG_T_ACC
AUTO_L_6: t=53.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.01, ret=  0.02, exp=REG_T_ACC
AUTO_L_6: t=53.80, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.01, ret=  0.02, exp=REG_T_ACC
AUTO_L_6: t=53.90, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.01, ret=  0.02, exp=REG_T_ACC
AUTO_L_6: t=54.00, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=54.10, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=54.20, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=54.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=54.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=54.50, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=54.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.32, desired=  0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=54.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired=  0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=54.80, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired=  0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=54.90, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=55.00, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=55.10, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -0.00, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=55.20, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=55.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=55.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=55.50, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=55.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=55.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=55.80, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=55.90, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=56.00, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.36, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=56.10, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.37, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=56.20, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.38, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=56.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.39, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=56.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.41, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=56.50, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.44, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=56.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.49, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=56.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.59, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=56.80, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.86, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=56.90, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   7.53, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=57.00, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.40, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=57.10, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.06, desired=  0.01, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=57.20, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.04, desired=  0.02, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=57.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.49, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=57.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=57.50, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=57.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=57.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=57.80, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.33, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=57.90, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=58.00, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.34, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=58.10, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.35, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=58.20, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.37, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=58.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.44, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=58.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.55, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=58.50, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   1.05, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=58.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.53, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=58.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.02, desired= -0.04, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=58.80, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.15, desired= -0.01, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=58.90, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.21, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=59.00, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.24, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=59.10, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.25, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=59.20, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.26, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=59.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.27, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=59.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.27, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=59.50, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.28, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=59.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.28, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=59.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.28, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=59.80, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.29, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=59.90, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.29, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=60.00, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.29, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=60.10, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.29, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=60.20, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.29, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=60.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.29, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=60.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.29, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=60.50, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.30, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=60.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.30, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=60.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.30, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=60.80, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.30, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=60.90, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.29, desired= -0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=61.00, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.29, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=61.10, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.29, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=61.20, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.29, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=61.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.28, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=61.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.28, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=61.50, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.28, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=61.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.27, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=61.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.27, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=61.80, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.27, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=61.90, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.26, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=62.00, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.26, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=62.10, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.26, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=62.20, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.25, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=62.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.24, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=62.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.22, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=62.50, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.20, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=62.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.16, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=62.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.08, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=62.80, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.11, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=62.90, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=  -0.67, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=63.00, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL= -87.24, desired= -0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=63.10, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   1.68, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=63.20, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   1.07, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=63.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.88, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=63.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.78, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=63.50, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.73, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=63.60, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.71, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=63.70, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.71, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=63.80, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.78, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=63.90, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.81, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=64.00, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.82, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=64.10, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.85, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=64.20, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.85, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=64.30, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.87, desired=  0.00, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=64.40, T=25.00, Trupt=50.00, Tcible=25.00, est_dT_dL=   0.88, desired=  0.00, ret=  0.00, exp=REG_T_ACC
