[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.403729584757652 p=-100.00 L=110.00
IC_L_6: t= 0.10, y_rov=-100.00, vy_rov=-0.03, gy_rov= 0.00, L= 110.00, dl_dt_cmd= 0.00, prev_cmd= 0.00, T_bat= 0.40, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-8.73, ret=-0.01, exp=CATENARY_SIGN_IN_ACC
IC_L_6: t= 50.10, y_rov=-127.39, vy_rov=-0.38, gy_rov=-0.00, L= 128.59, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 16.38, Fy_tr= 16.15, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-24.06, ret= 0.36, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 50.20, y_rov=-127.43, vy_rov=-0.38, gy_rov=-0.00, L= 128.63, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 23.47, Fy_tr= 3.21, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-36.53, ret= 0.36, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 50.30, y_rov=-127.47, vy_rov=-0.39, gy_rov=-0.00, L= 128.66, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 14.45, Fy_tr= 16.15, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-23.19, ret= 0.37, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 50.40, y_rov=-127.47, vy_rov= 0.00, gy_rov= 0.39, L= 128.70, dl_dt_cmd= 0.37, prev_cmd= 0.37, T_bat= 6.04, Fy_tr= 3.21, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-55.62, ret= 0.37, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 50.50, y_rov=-127.53, vy_rov=-0.63, gy_rov=-0.63, L= 128.74, dl_dt_cmd= 0.37, prev_cmd= 0.37, T_bat= 15.42, Fy_tr= 0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-7.30, ret= 0.37, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 50.60, y_rov=-127.58, vy_rov=-0.52, gy_rov= 0.11, L= 128.78, dl_dt_cmd= 0.37, prev_cmd= 0.37, T_bat= 8.07, Fy_tr= 2.26, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-21.65, ret= 0.38, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 50.70, y_rov=-127.62, vy_rov=-0.40, gy_rov= 0.12, L= 128.81, dl_dt_cmd= 0.38, prev_cmd= 0.38, T_bat= 33.84, Fy_tr= 17.10, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-20.96, ret= 0.38, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 50.80, y_rov=-127.66, vy_rov=-0.40, gy_rov=-0.00, L= 128.85, dl_dt_cmd= 0.38, prev_cmd= 0.38, T_bat= 8.06, Fy_tr= 2.26, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-35.58, ret= 0.38, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 50.90, y_rov=-127.70, vy_rov=-0.40, gy_rov=-0.00, L= 128.89, dl_dt_cmd= 0.38, prev_cmd= 0.38, T_bat= 30.52, Fy_tr= 17.10, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-20.55, ret= 0.38, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 51.00, y_rov=-127.70, vy_rov= 0.00, gy_rov= 0.40, L= 128.93, dl_dt_cmd= 0.38, prev_cmd= 0.38, T_bat= 0.00, Fy_tr= 2.26, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-56.57, ret= 0.36, exp=PILOT_DESC_ACC
IC_L_6: t= 51.10, y_rov=-127.77, vy_rov=-0.64, gy_rov=-0.64, L= 128.96, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 21.99, Fy_tr= 0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-6.01, ret= 0.37, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 51.20, y_rov=-127.82, vy_rov=-0.51, gy_rov= 0.12, L= 129.00, dl_dt_cmd= 0.37, prev_cmd= 0.37, T_bat= 1.98, Fy_tr= 2.25, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-22.39, ret= 0.35, exp=PILOT_DESC_ACC
IC_L_6: t= 51.30, y_rov=-127.85, vy_rov=-0.37, gy_rov= 0.14, L= 129.03, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 40.17, Fy_tr= 17.12, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-23.50, ret= 0.36, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 51.40, y_rov=-127.89, vy_rov=-0.38, gy_rov=-0.00, L= 129.07, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 1.86, Fy_tr= 2.25, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-37.93, ret= 0.34, exp=PILOT_DESC_ACC
IC_L_6: t= 51.50, y_rov=-127.93, vy_rov=-0.36, gy_rov= 0.02, L= 129.10, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 36.78, Fy_tr= 17.11, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-24.57, ret= 0.35, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 51.60, y_rov=-127.97, vy_rov=-0.37, gy_rov=-0.01, L= 129.14, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 3.65, Fy_tr= 2.25, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-38.86, ret= 0.33, exp=PILOT_DESC_ACC
IC_L_6: t= 51.70, y_rov=-128.00, vy_rov=-0.35, gy_rov= 0.01, L= 129.17, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 34.35, Fy_tr= 17.12, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-25.36, ret= 0.34, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 51.80, y_rov=-128.04, vy_rov=-0.36, gy_rov=-0.01, L= 129.21, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 5.76, Fy_tr= 2.25, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-39.58, ret= 0.34, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 51.90, y_rov=-128.04, vy_rov= 0.00, gy_rov= 0.36, L= 129.24, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 14.72, Fy_tr= 17.11, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-41.71, ret= 0.35, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 52.00, y_rov=-128.10, vy_rov=-0.60, gy_rov=-0.60, L= 129.28, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 4.82, Fy_tr= 0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-12.28, ret= 0.34, exp=PILOT_DESC_ACC
IC_L_6: t= 52.10, y_rov=-128.14, vy_rov=-0.47, gy_rov= 0.13, L= 129.31, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 14.91, Fy_tr= 2.37, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-27.93, ret= 0.34, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 52.20, y_rov=-128.14, vy_rov= 0.00, gy_rov= 0.47, L= 129.34, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 5.57, Fy_tr= 16.99, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-41.84, ret= 0.35, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 52.30, y_rov=-128.21, vy_rov=-0.63, gy_rov=-0.63, L= 129.38, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 16.15, Fy_tr= 0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-6.99, ret= 0.35, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 52.40, y_rov=-128.25, vy_rov=-0.45, gy_rov= 0.18, L= 129.41, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 5.23, Fy_tr= 3.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-29.69, ret= 0.36, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 52.50, y_rov=-128.29, vy_rov=-0.38, gy_rov= 0.07, L= 129.45, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 35.35, Fy_tr= 16.34, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-23.60, ret= 0.36, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 52.60, y_rov=-128.33, vy_rov=-0.39, gy_rov=-0.00, L= 129.49, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 5.85, Fy_tr= 3.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-36.51, ret= 0.37, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 52.70, y_rov=-128.37, vy_rov=-0.39, gy_rov=-0.00, L= 129.52, dl_dt_cmd= 0.37, prev_cmd= 0.37, T_bat= 32.65, Fy_tr= 16.36, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-22.82, ret= 0.37, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 52.80, y_rov=-128.37, vy_rov= 0.00, gy_rov= 0.39, L= 129.56, dl_dt_cmd= 0.37, prev_cmd= 0.37, T_bat= 0.00, Fy_tr= 3.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-55.81, ret= 0.35, exp=PILOT_DESC_ACC
IC_L_6: t= 52.90, y_rov=-128.43, vy_rov=-0.63, gy_rov=-0.63, L= 129.59, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 21.84, Fy_tr= 0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-6.63, ret= 0.36, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 53.00, y_rov=-128.48, vy_rov=-0.48, gy_rov= 0.15, L= 129.63, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 2.18, Fy_tr= 2.48, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-26.29, ret= 0.34, exp=PILOT_DESC_ACC
IC_L_6: t= 53.10, y_rov=-128.52, vy_rov=-0.36, gy_rov= 0.12, L= 129.66, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 39.95, Fy_tr= 16.90, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-24.66, ret= 0.35, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 53.20, y_rov=-128.55, vy_rov=-0.37, gy_rov=-0.01, L= 129.70, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 2.07, Fy_tr= 2.48, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-38.56, ret= 0.33, exp=PILOT_DESC_ACC
IC_L_6: t= 53.30, y_rov=-128.59, vy_rov=-0.36, gy_rov= 0.01, L= 129.73, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 36.66, Fy_tr= 16.90, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-25.55, ret= 0.34, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 53.40, y_rov=-128.62, vy_rov=-0.36, gy_rov=-0.01, L= 129.77, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 3.81, Fy_tr= 2.48, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-39.33, ret= 0.33, exp=PILOT_DESC_ACC
IC_L_6: t= 53.50, y_rov=-128.66, vy_rov=-0.35, gy_rov= 0.01, L= 129.80, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 34.29, Fy_tr= 16.93, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-26.17, ret= 0.33, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 53.60, y_rov=-128.69, vy_rov=-0.36, gy_rov=-0.01, L= 129.83, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 5.87, Fy_tr= 2.48, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-39.92, ret= 0.34, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 53.70, y_rov=-128.73, vy_rov=-0.36, gy_rov=-0.01, L= 129.87, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 32.11, Fy_tr= 16.88, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-24.90, ret= 0.35, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 53.80, y_rov=-128.77, vy_rov=-0.37, gy_rov=-0.01, L= 129.90, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 8.00, Fy_tr= 2.48, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-38.72, ret= 0.35, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 53.90, y_rov=-128.80, vy_rov=-0.37, gy_rov=-0.01, L= 129.93, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 29.96, Fy_tr= 16.88, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-23.80, ret= 0.36, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 54.00, y_rov=-128.80, vy_rov= 0.00, gy_rov= 0.37, L= 129.97, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 0.00, Fy_tr= 2.48, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-56.35, ret= 0.34, exp=PILOT_DESC_ACC
IC_L_6: t= 54.10, y_rov=-128.87, vy_rov=-0.63, gy_rov=-0.63, L= 130.00, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 21.75, Fy_tr= 0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-7.06, ret= 0.35, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 54.20, y_rov=-128.91, vy_rov=-0.45, gy_rov= 0.18, L= 130.04, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 2.74, Fy_tr= 2.84, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-29.94, ret= 0.33, exp=PILOT_DESC_ACC
IC_L_6: t= 54.30, y_rov=-128.95, vy_rov=-0.35, gy_rov= 0.09, L= 130.07, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 39.48, Fy_tr= 16.53, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-25.98, ret= 0.34, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 54.40, y_rov=-128.98, vy_rov=-0.36, gy_rov=-0.01, L= 130.11, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 2.54, Fy_tr= 2.84, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-39.06, ret= 0.32, exp=PILOT_DESC_ACC
IC_L_6: t= 54.50, y_rov=-129.02, vy_rov=-0.35, gy_rov= 0.01, L= 130.14, dl_dt_cmd= 0.32, prev_cmd= 0.32, T_bat= 36.30, Fy_tr= 16.53, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-26.66, ret= 0.33, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 54.60, y_rov=-129.05, vy_rov=-0.35, gy_rov=-0.01, L= 130.17, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 4.18, Fy_tr= 2.84, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-39.65, ret= 0.32, exp=PILOT_DESC_ACC
IC_L_6: t= 54.70, y_rov=-129.09, vy_rov=-0.34, gy_rov= 0.01, L= 130.20, dl_dt_cmd= 0.32, prev_cmd= 0.32, T_bat= 34.03, Fy_tr= 16.58, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-27.13, ret= 0.33, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 54.80, y_rov=-129.12, vy_rov=-0.35, gy_rov=-0.01, L= 130.24, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 6.15, Fy_tr= 2.84, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-40.13, ret= 0.33, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 54.90, y_rov=-129.16, vy_rov=-0.36, gy_rov=-0.01, L= 130.27, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 31.94, Fy_tr= 16.53, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-25.78, ret= 0.34, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 55.00, y_rov=-129.20, vy_rov=-0.36, gy_rov=-0.01, L= 130.30, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 8.18, Fy_tr= 2.84, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-38.84, ret= 0.35, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 55.10, y_rov=-129.20, vy_rov= 0.00, gy_rov= 0.36, L= 130.34, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 12.31, Fy_tr= 16.53, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-42.30, ret= 0.35, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 55.20, y_rov=-129.26, vy_rov=-0.60, gy_rov=-0.60, L= 130.37, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 7.41, Fy_tr= 0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-12.15, ret= 0.36, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 55.30, y_rov=-129.31, vy_rov=-0.49, gy_rov= 0.11, L= 130.41, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 12.53, Fy_tr= 2.28, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-25.06, ret= 0.36, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 55.40, y_rov=-129.34, vy_rov=-0.38, gy_rov= 0.11, L= 130.45, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 27.76, Fy_tr= 17.07, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-22.59, ret= 0.37, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 55.50, y_rov=-129.38, vy_rov=-0.39, gy_rov=-0.00, L= 130.48, dl_dt_cmd= 0.37, prev_cmd= 0.37, T_bat= 13.57, Fy_tr= 2.28, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-37.01, ret= 0.37, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 55.60, y_rov=-129.42, vy_rov=-0.39, gy_rov=-0.00, L= 130.52, dl_dt_cmd= 0.37, prev_cmd= 0.37, T_bat= 24.91, Fy_tr= 17.14, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-21.82, ret= 0.37, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 55.70, y_rov=-129.46, vy_rov=-0.39, gy_rov=-0.00, L= 130.56, dl_dt_cmd= 0.37, prev_cmd= 0.37, T_bat= 15.55, Fy_tr= 2.28, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-36.36, ret= 0.37, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 55.80, y_rov=-129.50, vy_rov=-0.40, gy_rov=-0.00, L= 130.59, dl_dt_cmd= 0.37, prev_cmd= 0.37, T_bat= 22.57, Fy_tr= 17.09, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-21.28, ret= 0.38, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 55.90, y_rov=-129.50, vy_rov= 0.00, gy_rov= 0.40, L= 130.63, dl_dt_cmd= 0.38, prev_cmd= 0.38, T_bat= 0.00, Fy_tr= 2.28, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-56.55, ret= 0.36, exp=PILOT_DESC_ACC
IC_L_6: t= 56.00, y_rov=-129.56, vy_rov=-0.63, gy_rov=-0.63, L= 130.67, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 21.87, Fy_tr= 0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-6.88, ret= 0.36, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 56.10, y_rov=-129.61, vy_rov=-0.50, gy_rov= 0.13, L= 130.70, dl_dt_cmd= 0.36, prev_cmd= 0.36, T_bat= 2.19, Fy_tr= 2.24, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-23.70, ret= 0.35, exp=PILOT_DESC_ACC
IC_L_6: t= 56.20, y_rov=-129.65, vy_rov=-0.37, gy_rov= 0.13, L= 130.74, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 40.18, Fy_tr= 17.29, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-23.80, ret= 0.35, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 56.30, y_rov=-129.69, vy_rov=-0.37, gy_rov=-0.00, L= 130.77, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 2.11, Fy_tr= 2.24, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-38.39, ret= 0.34, exp=PILOT_DESC_ACC
IC_L_6: t= 56.40, y_rov=-129.69, vy_rov= 0.00, gy_rov= 0.37, L= 130.81, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 18.37, Fy_tr= 17.15, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-41.68, ret= 0.34, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 56.50, y_rov=-129.75, vy_rov=-0.61, gy_rov=-0.61, L= 130.84, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 2.12, Fy_tr= 0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-10.45, ret= 0.33, exp=PILOT_DESC_ACC
IC_L_6: t= 56.60, y_rov=-129.79, vy_rov=-0.43, gy_rov= 0.18, L= 130.87, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 18.51, Fy_tr= 2.74, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-31.81, ret= 0.34, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 56.70, y_rov=-129.83, vy_rov=-0.36, gy_rov= 0.08, L= 130.91, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 21.95, Fy_tr= 16.74, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-25.50, ret= 0.34, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 56.80, y_rov=-129.83, vy_rov= 0.00, gy_rov= 0.36, L= 130.94, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 0.00, Fy_tr= 2.72, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-56.11, ret= 0.33, exp=PILOT_DESC_ACC
IC_L_6: t= 56.90, y_rov=-129.89, vy_rov=-0.65, gy_rov=-0.65, L= 130.98, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 22.99, Fy_tr= 0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-4.43, ret= 0.34, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 57.00, y_rov=-129.93, vy_rov=-0.39, gy_rov= 0.25, L= 131.01, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 3.57, Fy_tr= 4.30, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-34.53, ret= 0.32, exp=PILOT_DESC_ACC
IC_L_6: t= 57.10, y_rov=-129.97, vy_rov=-0.34, gy_rov= 0.05, L= 131.04, dl_dt_cmd= 0.32, prev_cmd= 0.32, T_bat= 39.00, Fy_tr= 15.09, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-28.50, ret= 0.33, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 57.20, y_rov=-130.00, vy_rov=-0.35, gy_rov=-0.01, L= 131.07, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 2.91, Fy_tr= 4.28, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-38.68, ret= 0.32, exp=PILOT_DESC_ACC
IC_L_6: t= 57.30, y_rov=-130.04, vy_rov=-0.34, gy_rov= 0.01, L= 131.11, dl_dt_cmd= 0.32, prev_cmd= 0.32, T_bat= 36.28, Fy_tr= 14.95, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-29.16, ret= 0.33, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 57.40, y_rov=-130.07, vy_rov=-0.34, gy_rov=-0.01, L= 131.14, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 4.12, Fy_tr= 4.19, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-39.23, ret= 0.31, exp=PILOT_DESC_ACC
IC_L_6: t= 57.50, y_rov=-130.07, vy_rov= 0.00, gy_rov= 0.34, L= 131.17, dl_dt_cmd= 0.31, prev_cmd= 0.31, T_bat= 16.36, Fy_tr= 15.18, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-43.65, ret= 0.32, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 57.60, y_rov=-130.13, vy_rov=-0.61, gy_rov=-0.61, L= 131.20, dl_dt_cmd= 0.32, prev_cmd= 0.32, T_bat= 4.00, Fy_tr= 0.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-11.00, ret= 0.31, exp=PILOT_DESC_ACC
IC_L_6: t= 57.70, y_rov=-130.17, vy_rov=-0.36, gy_rov= 0.25, L= 131.23, dl_dt_cmd= 0.31, prev_cmd= 0.31, T_bat= 18.59, Fy_tr= 4.26, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-37.63, ret= 0.32, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 57.80, y_rov=-130.20, vy_rov=-0.33, gy_rov= 0.03, L= 131.26, dl_dt_cmd= 0.32, prev_cmd= 0.32, T_bat= 22.11, Fy_tr= 15.16, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-29.14, ret= 0.33, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 57.90, y_rov=-130.23, vy_rov=-0.34, gy_rov=-0.01, L= 131.30, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 19.01, Fy_tr= 4.28, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-39.34, ret= 0.33, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 58.00, y_rov=-130.27, vy_rov=-0.35, gy_rov=-0.01, L= 131.33, dl_dt_cmd= 0.33, prev_cmd= 0.33, T_bat= 19.86, Fy_tr= 15.09, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-27.86, ret= 0.34, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 58.10, y_rov=-130.31, vy_rov=-0.36, gy_rov=-0.01, L= 131.36, dl_dt_cmd= 0.34, prev_cmd= 0.34, T_bat= 20.40, Fy_tr= 4.29, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-38.02, ret= 0.35, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 58.20, y_rov=-130.34, vy_rov=-0.36, gy_rov=-0.00, L= 131.40, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 18.10, Fy_tr= 15.09, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-26.79, ret= 0.35, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 58.30, y_rov=-130.38, vy_rov=-0.37, gy_rov=-0.01, L= 131.43, dl_dt_cmd= 0.35, prev_cmd= 0.35, T_bat= 21.99, Fy_tr= 4.28, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-37.06, ret= 0.36, exp=PILOT_DESC_TAUT_ACC
