[SCEN] t=0.10 scen=Fx crit=(t>0:1) T_bat=0.403729584757652 p=-100.00 L=110.00
[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.403729584757652 p=-100.00 L=110.00
IC_L_7: t= 0.10, L= 110.00, L_straight= 101.98, slack=  8.02, T_bat= 0.40, Fy=-0.01, desired=  0.00, ret=  0.00, exp=CATENARY_HOLD_ACC
IC_L_7: t= 15.00, L= 113.28, L_straight= 111.95, slack=  1.32, T_bat= 10.27, Fy= 0.03, desired=  0.69, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.10, L= 113.33, L_straight= 112.02, slack=  1.31, T_bat= 10.28, Fy= 0.03, desired=  0.70, ret=  0.60, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.20, L= 113.39, L_straight= 112.09, slack=  1.30, T_bat= 10.28, Fy= 0.03, desired=  0.70, ret=  0.61, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.30, L= 113.46, L_straight= 112.16, slack=  1.30, T_bat= 10.29, Fy= 0.03, desired=  0.71, ret=  0.62, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.40, L= 113.52, L_straight= 112.23, slack=  1.29, T_bat= 10.29, Fy= 0.04, desired=  0.71, ret=  0.63, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.50, L= 113.58, L_straight= 112.29, slack=  1.29, T_bat= 10.30, Fy= 0.04, desired=  0.71, ret=  0.64, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.60, L= 113.64, L_straight= 112.36, slack=  1.28, T_bat= 10.30, Fy= 0.04, desired=  0.72, ret=  0.64, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.70, L= 113.71, L_straight= 112.43, slack=  1.28, T_bat= 10.31, Fy= 0.04, desired=  0.72, ret=  0.65, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.80, L= 113.77, L_straight= 112.50, slack=  1.27, T_bat= 10.32, Fy= 0.04, desired=  0.72, ret=  0.66, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.90, L= 113.84, L_straight= 112.57, slack=  1.27, T_bat= 10.32, Fy= 0.04, desired=  0.72, ret=  0.67, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.00, L= 113.91, L_straight= 112.64, slack=  1.27, T_bat= 10.33, Fy= 0.04, desired=  0.72, ret=  0.67, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.10, L= 113.97, L_straight= 112.70, slack=  1.27, T_bat= 10.33, Fy= 0.04, desired=  0.72, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.20, L= 114.04, L_straight= 112.77, slack=  1.27, T_bat= 10.34, Fy= 0.04, desired=  0.73, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.30, L= 114.11, L_straight= 112.84, slack=  1.27, T_bat= 10.35, Fy= 0.04, desired=  0.73, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.40, L= 114.18, L_straight= 112.91, slack=  1.27, T_bat= 10.35, Fy= 0.04, desired=  0.73, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.50, L= 114.25, L_straight= 112.98, slack=  1.27, T_bat= 10.36, Fy= 0.04, desired=  0.73, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.60, L= 114.32, L_straight= 113.05, slack=  1.27, T_bat= 10.37, Fy= 0.04, desired=  0.73, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.70, L= 114.39, L_straight= 113.11, slack=  1.27, T_bat= 10.37, Fy= 0.04, desired=  0.73, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.80, L= 114.46, L_straight= 113.18, slack=  1.27, T_bat= 10.38, Fy= 0.04, desired=  0.73, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.90, L= 114.53, L_straight= 113.25, slack=  1.28, T_bat= 10.38, Fy= 0.04, desired=  0.72, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.00, L= 114.60, L_straight= 113.32, slack=  1.28, T_bat= 10.39, Fy= 0.04, desired=  0.72, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.10, L= 114.67, L_straight= 113.39, slack=  1.28, T_bat= 10.40, Fy= 0.04, desired=  0.72, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.20, L= 114.74, L_straight= 113.45, slack=  1.28, T_bat= 10.40, Fy= 0.04, desired=  0.72, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.30, L= 114.81, L_straight= 113.52, slack=  1.28, T_bat= 10.41, Fy= 0.04, desired=  0.72, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.40, L= 114.88, L_straight= 113.59, slack=  1.29, T_bat= 10.42, Fy= 0.04, desired=  0.72, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.50, L= 114.95, L_straight= 113.66, slack=  1.29, T_bat= 10.42, Fy= 0.04, desired=  0.72, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.60, L= 115.02, L_straight= 113.73, slack=  1.29, T_bat= 10.43, Fy= 0.04, desired=  0.72, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.70, L= 115.09, L_straight= 113.80, slack=  1.30, T_bat= 10.44, Fy= 0.04, desired=  0.72, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.80, L= 115.16, L_straight= 113.86, slack=  1.30, T_bat= 10.44, Fy= 0.04, desired=  0.72, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.90, L= 115.24, L_straight= 113.93, slack=  1.30, T_bat= 10.45, Fy= 0.04, desired=  0.71, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.00, L= 115.31, L_straight= 114.00, slack=  1.31, T_bat= 10.45, Fy= 0.04, desired=  0.71, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.10, L= 115.38, L_straight= 114.07, slack=  1.31, T_bat= 10.46, Fy= 0.04, desired=  0.71, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.20, L= 115.45, L_straight= 114.14, slack=  1.31, T_bat= 10.47, Fy= 0.04, desired=  0.71, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.30, L= 115.52, L_straight= 114.21, slack=  1.31, T_bat= 10.47, Fy= 0.04, desired=  0.71, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.40, L= 115.59, L_straight= 114.27, slack=  1.32, T_bat= 10.48, Fy= 0.04, desired=  0.71, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.50, L= 115.66, L_straight= 114.34, slack=  1.32, T_bat= 10.49, Fy= 0.04, desired=  0.71, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.60, L= 115.73, L_straight= 114.41, slack=  1.32, T_bat= 10.49, Fy= 0.04, desired=  0.71, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.70, L= 115.81, L_straight= 114.48, slack=  1.33, T_bat= 10.50, Fy= 0.04, desired=  0.70, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.80, L= 115.88, L_straight= 114.55, slack=  1.33, T_bat= 10.51, Fy= 0.04, desired=  0.70, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.90, L= 115.95, L_straight= 114.62, slack=  1.33, T_bat= 10.51, Fy= 0.04, desired=  0.70, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.00, L= 116.02, L_straight= 114.68, slack=  1.33, T_bat= 10.52, Fy= 0.04, desired=  0.70, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.10, L= 116.09, L_straight= 114.75, slack=  1.34, T_bat= 10.53, Fy= 0.04, desired=  0.70, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.20, L= 116.16, L_straight= 114.82, slack=  1.34, T_bat= 10.53, Fy= 0.04, desired=  0.70, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.30, L= 116.23, L_straight= 114.89, slack=  1.34, T_bat= 10.54, Fy= 0.04, desired=  0.70, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.40, L= 116.30, L_straight= 114.96, slack=  1.34, T_bat= 10.54, Fy= 0.04, desired=  0.70, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.50, L= 116.37, L_straight= 115.02, slack=  1.35, T_bat= 10.55, Fy= 0.04, desired=  0.70, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.60, L= 116.44, L_straight= 115.09, slack=  1.35, T_bat= 10.56, Fy= 0.04, desired=  0.70, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.70, L= 116.51, L_straight= 115.16, slack=  1.35, T_bat= 10.56, Fy= 0.04, desired=  0.70, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.80, L= 116.58, L_straight= 115.23, slack=  1.35, T_bat= 10.57, Fy= 0.04, desired=  0.70, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.90, L= 116.65, L_straight= 115.30, slack=  1.36, T_bat= 10.58, Fy= 0.04, desired=  0.69, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.00, L= 116.72, L_straight= 115.37, slack=  1.36, T_bat= 10.58, Fy= 0.04, desired=  0.69, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.10, L= 116.79, L_straight= 115.43, slack=  1.36, T_bat= 10.59, Fy= 0.04, desired=  0.69, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.20, L= 116.86, L_straight= 115.50, slack=  1.36, T_bat= 10.59, Fy= 0.04, desired=  0.69, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.30, L= 116.93, L_straight= 115.57, slack=  1.36, T_bat= 10.60, Fy= 0.04, desired=  0.69, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.40, L= 117.00, L_straight= 115.64, slack=  1.36, T_bat= 10.61, Fy= 0.04, desired=  0.69, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.50, L= 117.07, L_straight= 115.71, slack=  1.37, T_bat= 10.61, Fy= 0.04, desired=  0.69, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.60, L= 117.14, L_straight= 115.78, slack=  1.37, T_bat= 10.62, Fy= 0.03, desired=  0.69, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.70, L= 117.21, L_straight= 115.84, slack=  1.37, T_bat= 10.63, Fy= 0.03, desired=  0.69, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.80, L= 117.28, L_straight= 115.91, slack=  1.37, T_bat= 10.63, Fy= 0.03, desired=  0.69, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.90, L= 117.35, L_straight= 115.98, slack=  1.37, T_bat= 10.64, Fy= 0.03, desired=  0.69, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.00, L= 117.42, L_straight= 116.05, slack=  1.37, T_bat= 10.65, Fy= 0.03, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.10, L= 117.49, L_straight= 116.12, slack=  1.37, T_bat= 10.65, Fy= 0.03, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.20, L= 117.56, L_straight= 116.18, slack=  1.37, T_bat= 10.66, Fy= 0.03, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.30, L= 117.63, L_straight= 116.25, slack=  1.38, T_bat= 10.66, Fy= 0.03, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.40, L= 117.70, L_straight= 116.32, slack=  1.38, T_bat= 10.67, Fy= 0.03, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.50, L= 117.77, L_straight= 116.39, slack=  1.38, T_bat= 10.68, Fy= 0.03, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.60, L= 117.84, L_straight= 116.46, slack=  1.38, T_bat= 10.68, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.70, L= 117.91, L_straight= 116.53, slack=  1.38, T_bat= 10.69, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.80, L= 117.98, L_straight= 116.59, slack=  1.38, T_bat= 10.70, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.90, L= 118.04, L_straight= 116.66, slack=  1.38, T_bat= 10.70, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.00, L= 118.11, L_straight= 116.73, slack=  1.38, T_bat= 10.71, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.10, L= 118.18, L_straight= 116.80, slack=  1.38, T_bat= 10.71, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.20, L= 118.25, L_straight= 116.87, slack=  1.38, T_bat= 10.72, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.30, L= 118.32, L_straight= 116.94, slack=  1.39, T_bat= 10.73, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.40, L= 118.39, L_straight= 117.00, slack=  1.39, T_bat= 10.73, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.50, L= 118.46, L_straight= 117.07, slack=  1.39, T_bat= 10.74, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.60, L= 118.53, L_straight= 117.14, slack=  1.39, T_bat= 10.75, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.70, L= 118.60, L_straight= 117.21, slack=  1.39, T_bat= 10.75, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.80, L= 118.67, L_straight= 117.28, slack=  1.39, T_bat= 10.76, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.90, L= 118.74, L_straight= 117.35, slack=  1.39, T_bat= 10.76, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.00, L= 118.80, L_straight= 117.41, slack=  1.39, T_bat= 10.77, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.10, L= 118.87, L_straight= 117.48, slack=  1.39, T_bat= 10.78, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.20, L= 118.94, L_straight= 117.55, slack=  1.39, T_bat= 10.78, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.30, L= 119.01, L_straight= 117.62, slack=  1.39, T_bat= 10.79, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.40, L= 119.08, L_straight= 117.69, slack=  1.39, T_bat= 10.80, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.50, L= 119.15, L_straight= 117.75, slack=  1.39, T_bat= 10.80, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.60, L= 119.22, L_straight= 117.82, slack=  1.40, T_bat= 10.81, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.70, L= 119.29, L_straight= 117.89, slack=  1.40, T_bat= 10.81, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.80, L= 119.36, L_straight= 117.96, slack=  1.40, T_bat= 10.82, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.90, L= 119.43, L_straight= 118.03, slack=  1.40, T_bat= 10.83, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.00, L= 119.49, L_straight= 118.10, slack=  1.40, T_bat= 10.83, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.10, L= 119.56, L_straight= 118.16, slack=  1.40, T_bat= 10.84, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.20, L= 119.63, L_straight= 118.23, slack=  1.40, T_bat= 10.85, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.30, L= 119.70, L_straight= 118.30, slack=  1.40, T_bat= 10.85, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.40, L= 119.77, L_straight= 118.37, slack=  1.40, T_bat= 10.86, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.50, L= 119.84, L_straight= 118.44, slack=  1.40, T_bat= 10.86, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.60, L= 119.91, L_straight= 118.51, slack=  1.40, T_bat= 10.87, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.70, L= 119.98, L_straight= 118.57, slack=  1.40, T_bat= 10.88, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.80, L= 120.05, L_straight= 118.64, slack=  1.40, T_bat= 10.88, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.90, L= 120.11, L_straight= 118.71, slack=  1.40, T_bat= 10.89, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.00, L= 120.18, L_straight= 118.78, slack=  1.41, T_bat= 10.90, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.10, L= 120.25, L_straight= 118.85, slack=  1.41, T_bat= 10.90, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.20, L= 120.32, L_straight= 118.92, slack=  1.41, T_bat= 10.91, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.30, L= 120.39, L_straight= 118.98, slack=  1.41, T_bat= 10.91, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.40, L= 120.46, L_straight= 119.05, slack=  1.41, T_bat= 10.92, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.50, L= 120.53, L_straight= 119.12, slack=  1.41, T_bat= 10.93, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.60, L= 120.60, L_straight= 119.19, slack=  1.41, T_bat= 10.93, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.70, L= 120.67, L_straight= 119.26, slack=  1.41, T_bat= 10.94, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.80, L= 120.74, L_straight= 119.32, slack=  1.41, T_bat= 10.95, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.90, L= 120.80, L_straight= 119.39, slack=  1.41, T_bat= 10.95, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.00, L= 120.87, L_straight= 119.46, slack=  1.41, T_bat= 10.96, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.10, L= 120.94, L_straight= 119.53, slack=  1.41, T_bat= 10.96, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.20, L= 121.01, L_straight= 119.60, slack=  1.41, T_bat= 10.97, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.30, L= 121.08, L_straight= 119.67, slack=  1.42, T_bat= 10.98, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.40, L= 121.15, L_straight= 119.73, slack=  1.42, T_bat= 10.98, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.50, L= 121.22, L_straight= 119.80, slack=  1.42, T_bat= 10.99, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.60, L= 121.29, L_straight= 119.87, slack=  1.42, T_bat= 11.00, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.70, L= 121.36, L_straight= 119.94, slack=  1.42, T_bat= 11.00, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.80, L= 121.43, L_straight= 120.01, slack=  1.42, T_bat= 11.01, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.90, L= 121.50, L_straight= 120.08, slack=  1.42, T_bat= 11.01, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.00, L= 121.56, L_straight= 120.14, slack=  1.42, T_bat= 11.02, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.10, L= 121.63, L_straight= 120.21, slack=  1.42, T_bat= 11.03, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.20, L= 121.70, L_straight= 120.28, slack=  1.42, T_bat= 11.03, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.30, L= 121.77, L_straight= 120.35, slack=  1.42, T_bat= 11.04, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.40, L= 121.84, L_straight= 120.42, slack=  1.42, T_bat= 11.05, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.50, L= 121.91, L_straight= 120.48, slack=  1.42, T_bat= 11.05, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.60, L= 121.98, L_straight= 120.55, slack=  1.43, T_bat= 11.06, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.70, L= 122.05, L_straight= 120.62, slack=  1.43, T_bat= 11.06, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.80, L= 122.12, L_straight= 120.69, slack=  1.43, T_bat= 11.07, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.90, L= 122.19, L_straight= 120.76, slack=  1.43, T_bat= 11.08, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 28.00, L= 122.25, L_straight= 120.83, slack=  1.43, T_bat= 11.08, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 28.10, L= 122.32, L_straight= 120.89, slack=  1.43, T_bat= 11.09, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 28.20, L= 122.39, L_straight= 120.96, slack=  1.43, T_bat= 11.10, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 28.30, L= 122.46, L_straight= 121.03, slack=  1.43, T_bat= 11.10, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 28.40, L= 122.53, L_straight= 121.10, slack=  1.43, T_bat= 11.11, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 28.50, L= 122.60, L_straight= 121.17, slack=  1.43, T_bat= 11.11, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 28.60, L= 122.67, L_straight= 121.24, slack=  1.43, T_bat= 11.12, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 28.70, L= 122.74, L_straight= 121.30, slack=  1.43, T_bat= 11.13, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 28.80, L= 122.81, L_straight= 121.37, slack=  1.43, T_bat= 11.13, Fy= 0.04, desired=  0.69, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
