[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.8068861135073987 p=-100.00 L=110.00
AUTO_L_6: t=0.10, T=0.81, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.00, desired= -0.20, ret= -0.02, exp=REG_SIGN_ACC
AUTO_L_6: t=0.20, T=1.07, Trupt=50.00, Tcible=5.00, est_dT_dL=-347.25, desired= -0.01, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=0.30, T=4.23, Trupt=50.00, Tcible=5.00, est_dT_dL=-997.30, desired= -0.00, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=0.40, T=8.85, Trupt=50.00, Tcible=5.00, est_dT_dL=-1531.34, desired=  0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=0.50, T=13.18, Trupt=50.00, Tcible=5.00, est_dT_dL=-1821.92, desired=  0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=0.60, T=16.45, Trupt=50.00, Tcible=5.00, est_dT_dL=-1994.43, desired=  0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=0.70, T=18.64, Trupt=50.00, Tcible=5.00, est_dT_dL=-1980.29, desired=  0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=0.80, T=20.00, Trupt=50.00, Tcible=5.00, est_dT_dL=-1917.08, desired=  0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=0.90, T=20.80, Trupt=50.00, Tcible=5.00, est_dT_dL=-1839.13, desired=  0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=1.00, T=21.26, Trupt=50.00, Tcible=5.00, est_dT_dL=-1763.32, desired=  0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=1.10, T=21.53, Trupt=50.00, Tcible=5.00, est_dT_dL=-1662.44, desired=  0.00, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=1.20, T=21.68, Trupt=50.00, Tcible=5.00, est_dT_dL=-1877.60, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=1.30, T=21.76, Trupt=50.00, Tcible=5.00, est_dT_dL=-1839.97, desired=  0.00, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=1.40, T=21.81, Trupt=50.00, Tcible=5.00, est_dT_dL=-1583.71, desired=  0.01, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=1.50, T=21.84, Trupt=50.00, Tcible=5.00, est_dT_dL=-1249.06, desired=  0.01, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=1.60, T=21.85, Trupt=50.00, Tcible=5.00, est_dT_dL=-892.66, desired=  0.01, ret= -0.00, exp=REG_T_ACC
AUTO_L_6: t=1.70, T=21.86, Trupt=50.00, Tcible=5.00, est_dT_dL=-653.53, desired=  0.01, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=1.80, T=21.86, Trupt=50.00, Tcible=5.00, est_dT_dL=-488.68, desired=  0.02, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=1.90, T=21.86, Trupt=50.00, Tcible=5.00, est_dT_dL=-395.52, desired=  0.02, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=2.00, T=21.87, Trupt=50.00, Tcible=5.00, est_dT_dL=-399.00, desired=  0.02, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=2.10, T=21.87, Trupt=50.00, Tcible=5.00, est_dT_dL=-1222.46, desired=  0.01, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=2.20, T=21.87, Trupt=50.00, Tcible=5.00, est_dT_dL= 222.48, desired= -0.04, ret=  0.00, exp=REG_T_ACC
AUTO_L_6: t=2.30, T=21.87, Trupt=50.00, Tcible=5.00, est_dT_dL=  73.39, desired= -0.11, ret= -0.01, exp=REG_T_ACC
AUTO_L_6: t=2.40, T=21.87, Trupt=50.00, Tcible=5.00, est_dT_dL=  75.48, desired= -0.11, ret= -0.02, exp=REG_T_ACC
AUTO_L_6: t=2.50, T=21.87, Trupt=50.00, Tcible=5.00, est_dT_dL= -32.52, desired=  0.26, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=2.60, T=21.87, Trupt=50.00, Tcible=5.00, est_dT_dL=-339.16, desired=  0.02, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=2.70, T=21.87, Trupt=50.00, Tcible=5.00, est_dT_dL=  10.03, desired= -0.84, ret= -0.04, exp=REG_T_ACC
AUTO_L_6: t=2.80, T=21.87, Trupt=50.00, Tcible=5.00, est_dT_dL=  -1.30, desired=  6.51, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=2.90, T=21.87, Trupt=50.00, Tcible=5.00, est_dT_dL=  -0.46, desired= 18.24, ret=  0.06, exp=REG_T_ACC
AUTO_L_6: t=3.00, T=21.87, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.33, desired=-25.40, ret=  0.01, exp=REG_T_ACC
AUTO_L_6: t=3.10, T=21.87, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.33, desired=-25.35, ret= -0.04, exp=REG_T_ACC
AUTO_L_6: t=3.20, T=21.87, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.15, desired=-54.87, ret= -0.09, exp=REG_T_ACC
AUTO_L_6: t=3.30, T=21.86, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.30, desired=-27.84, ret= -0.14, exp=REG_T_ACC
AUTO_L_6: t=3.40, T=21.86, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.33, desired=-25.75, ret= -0.19, exp=REG_T_ACC
AUTO_L_6: t=3.50, T=21.85, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.34, desired=-24.86, ret= -0.24, exp=REG_T_ACC
AUTO_L_6: t=3.60, T=21.84, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.34, desired=-24.80, ret= -0.29, exp=REG_T_ACC
AUTO_L_6: t=3.70, T=21.83, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.35, desired=-24.29, ret= -0.34, exp=REG_T_ACC
AUTO_L_6: t=3.80, T=21.82, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.36, desired=-23.52, ret= -0.39, exp=REG_T_ACC
AUTO_L_6: t=3.90, T=21.81, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.36, desired=-23.56, ret= -0.44, exp=REG_T_ACC
AUTO_L_6: t=4.00, T=21.79, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.36, desired=-23.52, ret= -0.49, exp=REG_T_ACC
AUTO_L_6: t=4.10, T=21.77, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.36, desired=-23.08, ret= -0.54, exp=REG_T_ACC
AUTO_L_6: t=4.20, T=21.75, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.37, desired=-22.73, ret= -0.59, exp=REG_T_ACC
AUTO_L_6: t=4.30, T=21.73, Trupt=50.00, Tcible=5.00, est_dT_dL=   0.37, desired=-22.47, ret= -0.64, exp=REG_T_ACC
